"部門コード","部門名","商品コード","商品名","仕様・規格","単位","集計年月","総売上額","純売上額","原価計","総売上数","純売上数","明細数","粗利益","粗利率"
"","","9999","出精値引き","","式","2022/10","-540000","-540000","0","1.0000","1.0000","1","-540000","100"
"","","9999","出精値引き","","式","2023/01","-1504200","-1504200","0","1.0000","1.0000","1","-1504200","100"
"","","9999","出精値引き","","式","2023/03","-926000","-926000","0","1.0000","1.0000","1","-926000","100"
"","","99999","金額一式","","式","2022/10","1440000","1440000","577270","2.0000","2.0000","1","862730","59.9"
"","","E-00093719","HG-KR23B (C)","","個","2022/08","79400","79400","73880","2.0000","2.0000","1","5520","7"
"","","E-00093727","HG-KR43B (C)","","個","2022/08","89700","89700","83460","2.0000","2.0000","1","6240","7"
"","","E-00098443","SL-T50FN AC100V 2a2b 二種耐熱形","","台","2022/06","6090","6090","5680","1.0000","1.0000","1","410","6.7"
"","","E-00098785","M5VM-LATR 1P3W 100V 60A 50Hz 検定付 (A)","","台","2023/01","263400","263400","105300","3.0000","3.0000","1","158100","60"
"","","E-00098811","SMC-WCA (A)","","個","2023/01","900000","900000","390000","2.0000","2.0000","1","510000","56.7"
"","","E-00099080","SMC-WTA (A)","","台","2023/01","270000","270000","117000","9.0000","9.0000","1","153000","56.7"
"","","E-00099607","M5VM-LTR 1P3W 100V 120A 50Hz 検付 無線 (A)","","台","2023/01","179600","179600","71760","2.0000","2.0000","1","107840","60"
"","","E-00099667","M5CM-LTR 1P3W 100V 200/5A 50Hz 無線 検付 (A)","(CW-5LS3)","台","2023/01","134700","134700","52570","1.0000","1.0000","1","82130","61"
"","","E-00099668","M5CM-LTR 1P3W 100V 250/5A 50Hz 無線 検付 (A)","(CW-5LMS3)","台","2023/01","143400","143400","55560","1.0000","1.0000","1","87840","61.3"
"","","E-00099669","M5CM-LTR 3P3W 200V 200/5A 50Hz 無線 検付 (A)","(CW-5LS3)","台","2023/01","134700","134700","52570","1.0000","1.0000","1","82130","61"
"","","E-00099670","M5CM-LTR 3P3W 200V 250/5A 50Hz 無線 検付 (A)","(CW-5LMS3)","台","2023/01","143400","143400","55560","1.0000","1.0000","1","87840","61.3"
"","","E-00099671","SMC-WRA (A)","","台","2023/01","735000","735000","318500","7.0000","7.0000","1","416500","56.7"
"","","E-00099698","CV-FPN PV420V 1P3W 10KVA 50Hz SV210/105V","ケース入り","台","2023/03","688000","688000","200450","1.0000","1.0000","1","487550","70.9"
"","","E-00099699","CV-FPN PV420V 1P3W 20KVA 50Hz SV210/105V","ケース入り","台","2023/03","1818000","1818000","530700","2.0000","2.0000","1","1287300","70.8"
"","","E-00100003","M2PM-VR 3P3W 100V 75/5A 50Hz 検定付 (CW-15LS 75/5A*2) (A)","","式","2023/01","161600","161600","73480","4.0000","4.0000","1","88120","54.5"
"","","E-00100004","M2PM-VR 3P3W 100V 100/5A 50Hz 検定付 (CW-15LS 100/5A*2) (A)","","式","2023/01","40400","40400","18370","1.0000","1.0000","1","22030","54.5"
"","","E-00100005","M2PM-VR 3P3W 100V 150/5A 50Hz 検定付 (CW-15LS 150/5A*2) (A)","","式","2023/01","38500","38500","17590","1.0000","1.0000","1","20910","54.3"
"","","E-00100006","M2PM-VR 3P3W 100V 200/5A 50Hz 検定付 (CW-15LS 200/5A*2) (A)","","式","2023/01","41500","41500","18900","1.0000","1.0000","1","22600","54.5"
"","","E-00100007","M2PM-VR 3P3W 100V 250/5A 50Hz 検定付 (CW-15LS 250/5A*2) (A)","","式","2023/01","167200","167200","76120","4.0000","4.0000","1","91080","54.5"
"","","E-00100008","M2PM-VR 3P3W 100V 300/5A 50Hz 検定付 (CW-15LMS 300/5A*2) (A)","","式","2023/01","44200","44200","20000","1.0000","1.0000","1","24200","54.8"
"","","E-00100009","M2PM-VR 3P3W 100V 400/5A 50Hz 検定付 (CW-15LS 400/5A*2)","","式","2023/01","42100","42100","19160","1.0000","1.0000","1","22940","54.5"
"","","E-00100010","M2PM-VR 3P3W 100V 500/5A 50Hz 検定付 (CW-15LMS 500/5A*2) (A)","","式","2023/01","44400","44400","20120","1.0000","1.0000","1","24280","54.7"
"","","E-00100011","M2PM-VR 3P3W 100V 600/5A 50Hz 検定付 (CW-15LMS 600/5A*2) (A)","","式","2023/01","54800","54800","24500","1.0000","1.0000","1","30300","55.3"
"","","E-00100012","M2PM-VR 3P3W 100V 750/5A 50Hz 検定付 (CW-15LMS 750/5A*2) (A)","","式","2023/01","54900","54900","24560","1.0000","1.0000","1","30340","55.3"
"","","E-00100013","M2PM-VR 3P3W 200V 50/5A 50Hz 検定付 (CW-15LS 50/5A*2) (A)","","式","2023/01","39100","39100","17720","1.0000","1.0000","1","21380","54.7"
"","","E-00100014","M2PM-VR 3P3W 200V 75/5A 50Hz 検定付 (CW-15LS 75/5A*2) (A)","","式","2023/01","156400","156400","70880","4.0000","4.0000","1","85520","54.7"
"","","E-00100015","M2PM-VR 3P3W 200V 100/5A 50Hz 検定付 (CW-15LS 100/5A*2) (A)","","式","2023/01","39100","39100","17720","1.0000","1.0000","1","21380","54.7"
"","","E-00100016","M2PM-VR 3P3W 200V 150/5A 50Hz 検定付 (CW-15LS 150/5A*2) (A)","","式","2023/01","74400","74400","33900","2.0000","2.0000","1","40500","54.4"
"","","E-00100017","M2PM-VR 3P3W 200V 200/5A 50Hz 検定付 (CW-15LS 200/5A*2) (A)","","式","2023/01","120300","120300","54780","3.0000","3.0000","1","65520","54.5"
"","","E-00100018","M2PM-VR 3P3W 200V 250/5A 50Hz 検定付 (CW-15LS 250/5A*2) (A)","","式","2023/01","121200","121200","55170","3.0000","3.0000","1","66030","54.5"
"","","E-00100019","M2PM-VR 3P3W 200V 400/5A 50Hz 検定付 (CW-15LS 400/5A*2) (A)","","式","2023/01","40700","40700","18520","1.0000","1.0000","1","22180","54.5"
"","","E-00100987","高圧絶縁筒75-1000KVA","","個","2023/03","26000","26000","23200","20.0000","20.0000","1","2800","10.8"
"DNK-E","電力機器事業部","9999","出精値引き","","式","2022/05","-5372420","-5377380","0","4.0000","4.0000","5","-5377380","100"
"DNK-E","電力機器事業部","9999","出精値引き","","式","2022/06","-601090","-601090","0","5.0000","5.0000","5","-601090","100"
"DNK-E","電力機器事業部","9999","出精値引き","","式","2022/07","-10839650","-10839650","0","4.0000","4.0000","4","-10839650","100"
"DNK-E","電力機器事業部","9999","出精値引き","","式","2022/08","-9570300","-9678380","0","4.0000","4.0000","6","-9678380","100"
"DNK-E","電力機器事業部","9999","出精値引き","","式","2022/09","-1819630","-1819630","0","2.0000","2.0000","2","-1819630","100"
"DNK-E","電力機器事業部","9999","出精値引き","","式","2022/10","-696987","-696987","0","5.0000","5.0000","5","-696987","100"
"DNK-E","電力機器事業部","9999","出精値引き","","式","2022/11","-12747610","-12747610","0","8.0000","8.0000","8","-12747610","100"
"DNK-E","電力機器事業部","9999","出精値引き","","式","2022/12","-202080","-202080","0","3.0000","3.0000","3","-202080","100"
"DNK-E","電力機器事業部","9999","出精値引き","","式","2023/01","-2701337","-2701337","0","13.0000","13.0000","13","-2701337","100"
"DNK-E","電力機器事業部","9999","出精値引き","","式","2023/02","-11302260","-11311260","0","19.0000","19.0000","20","-11311260","100"
"DNK-E","電力機器事業部","9999","出精値引き","","式","2023/03","-58913320","-58913320","0","40.0000","40.0000","42","-58913320","100"
"DNK-E","電力機器事業部","9999","出精値引き","","式","2023/04","-8031810","-8031810","0","10.0000","10.0000","10","-8031810","100"
"DNK-E","電力機器事業部","99999","金額一式","","式","2022/05","783120","783120","246700","2.0000","2.0000","2","536420","68.5"
"DNK-E","電力機器事業部","99999","金額一式","","式","2022/06","156000","156000","104000","3.0000","3.0000","3","52000","33.3"
"DNK-E","電力機器事業部","99999","金額一式","","式","2022/07","98350","98350","71226","736.0000","736.0000","13","27124","27.6"
"DNK-E","電力機器事業部","99999","金額一式","","式","2022/08","643810","643810","389563","-722.0000","-722.0000","15","254247","39.5"
"DNK-E","電力機器事業部","99999","金額一式","","式","2022/09","-667060","-667060","297941","9.0000","9.0000","8","-965001","144.7"
"DNK-E","電力機器事業部","99999","金額一式","","式","2022/10","738020","738020","571740","20.0000","20.0000","12","166280","22.5"
"DNK-E","電力機器事業部","99999","金額一式","","式","2022/11","12488810","12488810","8528720","30.0000","30.0000","15","3960090","31.7"
"DNK-E","電力機器事業部","99999","金額一式","","式","2022/12","2391540","2391540","465460","18.0000","18.0000","18","1926080","80.5"
"DNK-E","電力機器事業部","99999","金額一式","","式","2023/01","3423160","3423160","2322300","78.0000","78.0000","21","1100860","32.2"
"DNK-E","電力機器事業部","99999","金額一式","","式","2023/02","9703610","9703610","4911370","60.0000","60.0000","42","4792240","49.4"
"DNK-E","電力機器事業部","99999","金額一式","","式","2023/03","16436970","16436970","7730880","82.0000","82.0000","61","8706090","53"
"DNK-E","電力機器事業部","99999","金額一式","","式","2023/04","3228730","3228730","2375022","166.0000","166.0000","16","853708","26.4"
"DNK-E","電力機器事業部","@@DEL220803-001","【※削除済み】AL-05SVLS (U)","","個","2022/07","4050","4050","3660","5.0000","5.0000","1","390","9.6"
"DNK-E","電力機器事業部","E-00000209","B-PS3A (A)","","個","2022/07","18500","18500","14900","1.0000","1.0000","1","3600","19.5"
"DNK-E","電力機器事業部","E-00000209","B-PS3A (A)","","個","2023/03","49600","49600","29800","2.0000","2.0000","2","19800","39.9"
"DNK-E","電力機器事業部","E-00000213","EMU4-BD1-MB (A)","","個","2022/09","13900","13900","11880","1.0000","1.0000","1","2020","14.5"
"DNK-E","電力機器事業部","E-00000285","NF125-ZSV 3P 100A AL AX ECA/SHTDC24Vﾕﾆｯﾄ 自動ﾘｾｯﾄ BPM(A)","","個","2022/06","29850","29850","24350","1.0000","1.0000","1","5500","18.4"
"DNK-E","電力機器事業部","E-00000333","NF125-ZSV 4P 75A AL AX ECA/SHTDC24Vﾕﾆｯﾄ 自動ﾘｾｯﾄ(A)","","個","2022/05","37710","37710","30790","1.0000","1.0000","1","6920","18.4"
"DNK-E","電力機器事業部","E-00000349","NF250-ZSV 3P 125A AL AX ECA/SHTDC24Vﾕﾆｯﾄ 自動ﾘｾｯﾄ BPM(A)","","個","2022/08","41970","41970","34280","1.0000","1.0000","1","7690","18.3"
"DNK-E","電力機器事業部","E-00000393","NF400-ZCW 3P 400A AL AX ECA/SHTDC24Vﾘｰﾄﾞ 自動ﾘｾｯﾄ BPM(A)","","個","2022/06","97120","97120","79280","2.0000","2.0000","1","17840","18.4"
"DNK-E","電力機器事業部","E-00000437","NF400-ZSW 3P 300A AL AX ECA/SHTDC24Vﾘｰﾄﾞ 自動ﾘｾｯﾄ BPM(A)","","個","2022/05","73340","73340","59940","1.0000","1.0000","1","13400","18.3"
"DNK-E","電力機器事業部","E-00000477","BAF-05SV (A)","","個","2022/09","340","340","326","2.0000","2.0000","1","14","4.1"
"DNK-E","電力機器事業部","E-00000481","LC-05SV (A)","","個","2022/06","27900","27900","18150","330.0000","330.0000","2","9750","34.9"
"DNK-E","電力機器事業部","E-00000481","LC-05SV (A)","","個","2022/08","13600","13600","8800","160.0000","160.0000","3","4800","35.3"
"DNK-E","電力機器事業部","E-00000481","LC-05SV (A)","","個","2023/02","23000","23000","14800","200.0000","200.0000","1","8200","35.7"
"DNK-E","電力機器事業部","E-00000489","SC-BPM (A)","","個","2023/02","35600","35600","23160","40.0000","40.0000","1","12440","34.9"
"DNK-E","電力機器事業部","E-00000677","NF125-ZHV(125A) 3P (A)","","個","2023/01","478950","478950","390900","15.0000","15.0000","1","88050","18.4"
"DNK-E","電力機器事業部","E-00000697","NF250-ZEV 3P (A)","","個","2023/01","109140","109140","89120","2.0000","2.0000","1","20020","18.3"
"DNK-E","電力機器事業部","E-00000697","NF250-ZEV 3P (A)","","個","2023/03","62400","62400","0","1.0000","1.0000","1","62400","100"
"DNK-E","電力機器事業部","E-00000717","NF400-ZCW 3P (A)","","個","2023/03","47510","47510","33930","1.0000","1.0000","1","13580","28.6"
"DNK-E","電力機器事業部","E-00000721","NF400-ZEW 3P (A)","","個","2023/03","166180","166180","119300","2.0000","2.0000","2","46880","28.2"
"DNK-E","電力機器事業部","E-00000826","ZT15B (B)","","個","2022/07","2080","2080","1220","1.0000","1.0000","1","860","41.3"
"DNK-E","電力機器事業部","E-00000826","ZT15B (B)","","個","2022/08","2080","2080","1220","1.0000","1.0000","1","860","41.3"
"DNK-E","電力機器事業部","E-00000826","ZT15B (B)","","個","2022/09","2810","2810","1650","1.0000","1.0000","1","1160","41.3"
"DNK-E","電力機器事業部","E-00000826","ZT15B (B)","","個","2022/10","2810","2810","1650","1.0000","1.0000","1","1160","41.3"
"DNK-E","電力機器事業部","E-00000826","ZT15B (B)","","個","2022/11","2810","2810","1650","1.0000","1.0000","1","1160","41.3"
"DNK-E","電力機器事業部","E-00000826","ZT15B (B)","","個","2023/04","2810","2810","1650","1.0000","1.0000","1","1160","41.3"
"DNK-E","電力機器事業部","E-00000828","ZT15B (U)","","個","2022/12","2810","2810","1020","1.0000","1.0000","1","1790","63.7"
"DNK-E","電力機器事業部","E-00000828","ZT15B (U)","","個","2023/01","2810","2810","1020","1.0000","1.0000","1","1790","63.7"
"DNK-E","電力機器事業部","E-00000828","ZT15B (U)","","個","2023/04","8430","8430","3060","3.0000","3.0000","1","5370","63.7"
"DNK-E","電力機器事業部","E-00000830","ZT30B (B)","","個","2022/10","4560","4560","1980","1.0000","1.0000","1","2580","56.6"
"DNK-E","電力機器事業部","E-00000830","ZT30B (B)","","個","2022/11","4560","4560","2670","1.0000","1.0000","1","1890","41.4"
"DNK-E","電力機器事業部","E-00000830","ZT30B (B)","","個","2023/02","13680","13680","8010","3.0000","3.0000","1","5670","41.4"
"DNK-E","電力機器事業部","E-00000832","ZT30B (U)","","個","2022/05","29600","29600","26560","16.0000","16.0000","2","3040","10.3"
"DNK-E","電力機器事業部","E-00000832","ZT30B (U)","","個","2023/01","4560","4560","1660","1.0000","1.0000","1","2900","63.6"
"DNK-E","電力機器事業部","E-00000832","ZT30B (U)","","個","2023/04","4560","4560","1660","1.0000","1.0000","1","2900","63.6"
"DNK-E","電力機器事業部","E-00000833","ZT40B (A)","","個","2022/06","3400","3400","2770","1.0000","1.0000","1","630","18.5"
"DNK-E","電力機器事業部","E-00000833","ZT40B (A)","","個","2022/10","3400","3400","2770","1.0000","1.0000","1","630","18.5"
"DNK-E","電力機器事業部","E-00000833","ZT40B (A)","","個","2022/11","3400","3400","2770","1.0000","1.0000","1","630","18.5"
"DNK-E","電力機器事業部","E-00000833","ZT40B (A)","","個","2023/03","4590","4590","3740","1.0000","1.0000","1","850","18.5"
"DNK-E","電力機器事業部","E-00000834","ZT40B (B)","","個","2022/07","5270","5270","3080","1.0000","1.0000","1","2190","41.6"
"DNK-E","電力機器事業部","E-00000836","ZT40B (U)","","個","2022/05","46080","46080","41440","16.0000","16.0000","1","4640","10.1"
"DNK-E","電力機器事業部","E-00000836","ZT40B (U)","","個","2023/02","7120","7120","2590","1.0000","1.0000","1","4530","63.6"
"DNK-E","電力機器事業部","E-00000840","ZT60B (U)","","個","2022/05","23760","23760","21360","3.0000","3.0000","1","2400","10.1"
"DNK-E","電力機器事業部","E-00000840","ZT60B (U)","","個","2023/02","12650","12650","7120","1.0000","1.0000","1","5530","43.7"
"DNK-E","電力機器事業部","E-00000856","ZTA1200A (U)","","個","2022/05","362460","362460","238590","3.0000","3.0000","1","123870","34.2"
"DNK-E","電力機器事業部","E-00000865","NV-ZBA 100-200V 100,200,500A　時延(A)","","個","2023/02","9650","9650","3780","1.0000","1.0000","1","5870","60.8"
"DNK-E","電力機器事業部","E-00000869","NV-ZBA 100-200V 30,100,200,500A　高速(A)","","個","2022/11","8340","8340","4860","1.0000","1.0000","1","3480","41.7"
"DNK-E","電力機器事業部","E-00000870","NV-ZBA 100-200V 30,100,200,500A　高速(B)","","個","2022/06","18540","18540","10800","3.0000","3.0000","1","7740","41.7"
"DNK-E","電力機器事業部","E-00000870","NV-ZBA 100-200V 30,100,200,500A　高速(B)","","個","2022/07","12360","12360","7200","2.0000","2.0000","2","5160","41.7"
"DNK-E","電力機器事業部","E-00000870","NV-ZBA 100-200V 30,100,200,500A　高速(B)","","個","2022/09","8340","8340","4860","1.0000","1.0000","1","3480","41.7"
"DNK-E","電力機器事業部","E-00000870","NV-ZBA 100-200V 30,100,200,500A　高速(B)","","個","2022/10","13060","13060","8460","2.0000","2.0000","2","4600","35.2"
"DNK-E","電力機器事業部","E-00000870","NV-ZBA 100-200V 30,100,200,500A　高速(B)","","個","2022/11","8340","8340","4860","1.0000","1.0000","1","3480","41.7"
"DNK-E","電力機器事業部","E-00000870","NV-ZBA 100-200V 30,100,200,500A　高速(B)","","個","2022/12","8340","8340","4860","1.0000","1.0000","1","3480","41.7"
"DNK-E","電力機器事業部","E-00000870","NV-ZBA 100-200V 30,100,200,500A　高速(B)","","個","2023/01","16680","16680","9720","2.0000","2.0000","1","6960","41.7"
"DNK-E","電力機器事業部","E-00000870","NV-ZBA 100-200V 30,100,200,500A　高速(B)","","個","2023/02","25020","25020","14580","3.0000","3.0000","1","10440","41.7"
"DNK-E","電力機器事業部","E-00000870","NV-ZBA 100-200V 30,100,200,500A　高速(B)","","個","2023/04","41700","41700","24300","5.0000","5.0000","3","17400","41.7"
"DNK-E","電力機器事業部","E-00000902","NF30-FAU 2P 15A (B)","","個","2023/01","5220","5220","3860","2.0000","2.0000","1","1360","26.1"
"DNK-E","電力機器事業部","E-00000985","NF30-FA 2P 5A (A)","","個","2022/05","920","920","714","1.0000","1.0000","1","206","22.4"
"DNK-E","電力機器事業部","E-00000985","NF30-FA 2P 5A (A)","","個","2022/07","9300","9300","7140","10.0000","10.0000","1","2160","23.2"
"DNK-E","電力機器事業部","E-00000985","NF30-FA 2P 5A (A)","","個","2022/08","11040","11040","8568","12.0000","12.0000","3","2472","22.4"
"DNK-E","電力機器事業部","E-00000985","NF30-FA 2P 5A (A)","","個","2022/09","2760","2760","2430","3.0000","3.0000","1","330","12"
"DNK-E","電力機器事業部","E-00000985","NF30-FA 2P 5A (A)","","個","2022/10","1840","1840","1612","2.0000","2.0000","1","228","12.4"
"DNK-E","電力機器事業部","E-00000985","NF30-FA 2P 5A (A)","","個","2022/11","9250","9250","6594","9.0000","9.0000","3","2656","28.7"
"DNK-E","電力機器事業部","E-00000985","NF30-FA 2P 5A (A)","","個","2022/12","2120","2120","1616","2.0000","2.0000","1","504","23.8"
"DNK-E","電力機器事業部","E-00000985","NF30-FA 2P 5A (A)","","個","2023/01","14560","14560","11308","14.0000","14.0000","4","3252","22.3"
"DNK-E","電力機器事業部","E-00000985","NF30-FA 2P 5A (A)","","個","2023/03","1210","1210","945","1.0000","1.0000","1","265","21.9"
"DNK-E","電力機器事業部","E-00000986","NF30-FA 2P 5A (B)","","個","2022/08","1240","1240","828","1.0000","1.0000","1","412","33.2"
"DNK-E","電力機器事業部","E-00000986","NF30-FA 2P 5A (B)","","個","2022/09","7360","7360","6624","8.0000","8.0000","2","736","10"
"DNK-E","電力機器事業部","E-00000986","NF30-FA 2P 5A (B)","","個","2022/12","2200","2200","1656","2.0000","2.0000","1","544","24.7"
"DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","2022/05","11040","11040","8340","12.0000","12.0000","5","2700","24.5"
"DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","2022/06","68160","68160","43785","63.0000","63.0000","9","24375","35.8"
"DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","2022/07","35760","35760","22935","33.0000","33.0000","6","12825","35.9"
"DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","2022/08","21890","21890","15290","22.0000","22.0000","4","6600","30.2"
"DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","2022/09","5400","5400","3475","5.0000","5.0000","2","1925","35.6"
"DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","2022/12","2200","2200","1390","2.0000","2.0000","1","810","36.8"
"DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","2023/01","58820","58820","37530","54.0000","54.0000","5","21290","36.2"
"DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","2023/02","22860","22860","14595","21.0000","21.0000","2","8265","36.2"
"DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","2023/04","48040","48040","30580","44.0000","44.0000","3","17460","36.3"
"DNK-E","電力機器事業部","E-00000989","NF30-FA 3P 5A (A)","","個","2022/05","1310","1310","1000","1.0000","1.0000","1","310","23.7"
"DNK-E","電力機器事業部","E-00000989","NF30-FA 3P 5A (A)","","個","2022/07","1310","1310","1000","1.0000","1.0000","1","310","23.7"
"DNK-E","電力機器事業部","E-00000989","NF30-FA 3P 5A (A)","","個","2022/11","2850","2850","2104","2.0000","2.0000","2","746","26.2"
"DNK-E","電力機器事業部","E-00000989","NF30-FA 3P 5A (A)","","個","2023/01","9420","9420","6780","6.0000","6.0000","1","2640","28"
"DNK-E","電力機器事業部","E-00000990","NF30-FA 3P 5A (B)","","個","2022/05","17400","17400","11600","10.0000","10.0000","3","5800","33.3"
"DNK-E","電力機器事業部","E-00000990","NF30-FA 3P 5A (B)","","個","2022/06","5220","5220","3480","3.0000","3.0000","1","1740","33.3"
"DNK-E","電力機器事業部","E-00000990","NF30-FA 3P 5A (B)","","個","2022/07","161820","161820","107880","93.0000","93.0000","2","53940","33.3"
"DNK-E","電力機器事業部","E-00000990","NF30-FA 3P 5A (B)","","個","2022/08","118680","118680","77720","67.0000","67.0000","4","40960","34.5"
"DNK-E","電力機器事業部","E-00000990","NF30-FA 3P 5A (B)","","個","2022/09","157650","157650","104400","90.0000","90.0000","8","53250","33.8"
"DNK-E","電力機器事業部","E-00000990","NF30-FA 3P 5A (B)","","個","2022/10","6270","6270","3480","3.0000","3.0000","1","2790","44.5"
"DNK-E","電力機器事業部","E-00000990","NF30-FA 3P 5A (B)","","個","2022/11","36540","36540","24360","21.0000","21.0000","7","12180","33.3"
"DNK-E","電力機器事業部","E-00000990","NF30-FA 3P 5A (B)","","個","2022/12","188970","188970","125280","108.0000","108.0000","3","63690","33.7"
"DNK-E","電力機器事業部","E-00000990","NF30-FA 3P 5A (B)","","個","2023/01","35530","35530","19720","17.0000","17.0000","5","15810","44.5"
"DNK-E","電力機器事業部","E-00000992","NF30-FA 3P 5A (U)","","個","2022/07","2560","2560","1948","2.0000","2.0000","1","612","23.9"
"DNK-E","電力機器事業部","E-00000992","NF30-FA 3P 5A (U)","","個","2022/08","1310","1310","1000","1.0000","1.0000","1","310","23.7"
"DNK-E","電力機器事業部","E-00000992","NF30-FA 3P 5A (U)","","個","2022/10","5240","5240","3896","4.0000","4.0000","1","1344","25.6"
"DNK-E","電力機器事業部","E-00000992","NF30-FA 3P 5A (U)","","個","2022/11","4710","4710","2922","3.0000","3.0000","2","1788","38"
"DNK-E","電力機器事業部","E-00000992","NF30-FA 3P 5A (U)","","個","2023/02","15300","15300","9740","10.0000","10.0000","1","5560","36.3"
"DNK-E","電力機器事業部","E-00000992","NF30-FA 3P 5A (U)","","個","2023/03","15300","15300","9740","10.0000","10.0000","1","5560","36.3"
"DNK-E","電力機器事業部","E-00000992","NF30-FA 3P 5A (U)","","個","2023/04","7650","7650","4870","5.0000","5.0000","1","2780","36.3"
"DNK-E","電力機器事業部","E-00001001","NF30-FA 2P 10A (A)","","個","2022/06","15810","15810","12138","17.0000","17.0000","1","3672","23.2"
"DNK-E","電力機器事業部","E-00001001","NF30-FA 2P 10A (A)","","個","2023/01","2120","2120","1612","2.0000","2.0000","1","508","24"
"DNK-E","電力機器事業部","E-00001002","NF30-FA 2P 10A (B)","","個","2022/09","920","920","828","1.0000","1.0000","1","92","10"
"DNK-E","電力機器事業部","E-00001004","NF30-FA 2P 10A (U)","","個","2022/06","90490","90490","59770","86.0000","86.0000","4","30720","33.9"
"DNK-E","電力機器事業部","E-00001004","NF30-FA 2P 10A (U)","","個","2022/07","54500","54500","34750","50.0000","50.0000","2","19750","36.2"
"DNK-E","電力機器事業部","E-00001004","NF30-FA 2P 10A (U)","","個","2023/02","43600","43600","27800","40.0000","40.0000","3","15800","36.2"
"DNK-E","電力機器事業部","E-00001005","NF30-FA 2P 15A (A)","","個","2022/05","930","930","714","1.0000","1.0000","1","216","23.2"
"DNK-E","電力機器事業部","E-00001005","NF30-FA 2P 15A (A)","","個","2022/06","11160","11160","8568","12.0000","12.0000","1","2592","23.2"
"DNK-E","電力機器事業部","E-00001005","NF30-FA 2P 15A (A)","","個","2022/08","3720","3720","2856","4.0000","4.0000","2","864","23.2"
"DNK-E","電力機器事業部","E-00001005","NF30-FA 2P 15A (A)","","個","2022/09","3720","3720","2856","4.0000","4.0000","1","864","23.2"
"DNK-E","電力機器事業部","E-00001005","NF30-FA 2P 15A (A)","","個","2022/10","3720","3720","2856","4.0000","4.0000","1","864","23.2"
"DNK-E","電力機器事業部","E-00001005","NF30-FA 2P 15A (A)","","個","2022/11","4480","4480","3232","4.0000","4.0000","1","1248","27.9"
"DNK-E","電力機器事業部","E-00001005","NF30-FA 2P 15A (A)","","個","2022/12","4600","4600","3570","5.0000","5.0000","1","1030","22.4"
"DNK-E","電力機器事業部","E-00001006","NF30-FA 2P 15A (B)","","個","2022/10","3180","3180","2814","3.0000","3.0000","2","366","11.5"
"DNK-E","電力機器事業部","E-00001008","NF30-FA 2P 15A (U)","","個","2022/06","3080","3080","2085","3.0000","3.0000","2","995","32.3"
"DNK-E","電力機器事業部","E-00001008","NF30-FA 2P 15A (U)","","個","2023/02","3630","3630","2123","3.0000","3.0000","2","1507","41.5"
"DNK-E","電力機器事業部","E-00001008","NF30-FA 2P 15A (U)","","個","2023/04","11000","11000","6950","10.0000","10.0000","1","4050","36.8"
"DNK-E","電力機器事業部","E-00001009","NF30-FA 2P 20A (A)","","個","2022/06","4650","4650","3570","5.0000","5.0000","1","1080","23.2"
"DNK-E","電力機器事業部","E-00001009","NF30-FA 2P 20A (A)","","個","2022/07","13950","13950","10710","15.0000","15.0000","1","3240","23.2"
"DNK-E","電力機器事業部","E-00001010","NF30-FA 2P 20A (B)","","個","2022/05","1840","1840","1656","2.0000","2.0000","1","184","10"
"DNK-E","電力機器事業部","E-00001010","NF30-FA 2P 20A (B)","","個","2022/09","2200","2200","1656","2.0000","2.0000","1","544","24.7"
"DNK-E","電力機器事業部","E-00001010","NF30-FA 2P 20A (B)","","個","2022/10","8080","8080","7120","8.0000","8.0000","3","960","11.9"
"DNK-E","電力機器事業部","E-00001010","NF30-FA 2P 20A (B)","","個","2023/03","2200","2200","1988","2.0000","2.0000","1","212","9.6"
"DNK-E","電力機器事業部","E-00001012","NF30-FA 2P 20A (U)","","個","2022/09","1230","1230","714","1.0000","1.0000","1","516","42"
"DNK-E","電力機器事業部","E-00001012","NF30-FA 2P 20A (U)","","個","2022/12","2200","2200","1390","2.0000","2.0000","1","810","36.8"
"DNK-E","電力機器事業部","E-00001012","NF30-FA 2P 20A (U)","","個","2023/02","2200","2200","1390","2.0000","2.0000","1","810","36.8"
"DNK-E","電力機器事業部","E-00001017","NF30-FA 3P 10A (A)","","個","2022/07","2620","2620","2000","2.0000","2.0000","1","620","23.7"
"DNK-E","電力機器事業部","E-00001018","NF30-FA 3P 10A (B)","","個","2022/07","208800","208800","139200","120.0000","120.0000","2","69600","33.3"
"DNK-E","電力機器事業部","E-00001018","NF30-FA 3P 10A (B)","","個","2022/09","10440","10440","6960","6.0000","6.0000","2","3480","33.3"
"DNK-E","電力機器事業部","E-00001018","NF30-FA 3P 10A (B)","","個","2022/11","92220","92220","61480","53.0000","53.0000","2","30740","33.3"
