"部門コード","部門名","商品コード","商品名","仕様・規格","単位","集計年月","総売上額","純売上額","原価計","総売上数","純売上数","明細数","粗利益","粗利率"
"DNK-E","電力機器事業部","E-00000484","LC-05SV (U)","","個","2024/10","1000","1000","880","20.0000","20.0000","2","120","12"
"DNK-E","電力機器事業部","E-00000484","LC-05SV (U)","","個","2024/11","3910","3910","2640","60.0000","60.0000","3","1270","32.5"
"DNK-E","電力機器事業部","E-00000484","LC-05SV (U)","","個","2025/01","6750","6750","4400","100.0000","100.0000","4","2350","34.8"
"DNK-E","電力機器事業部","E-00000484","LC-05SV (U)","","個","2025/02","1800","1800","880","20.0000","20.0000","2","920","51.1"
"DNK-E","電力機器事業部","E-00000484","LC-05SV (U)","","個","2025/03","33800","33800","11850","260.0000","260.0000","2","21950","64.9"
"DNK-E","電力機器事業部","E-00000573","NV125-SV(100A以下) 3P (A)","","個","2024/11","66820","66820","43140","2.0000","2.0000","1","23680","35.4"
"DNK-E","電力機器事業部","E-00000581","NV125-SV MB 3P (A)","","個","2024/10","29150","29150","19690","1.0000","1.0000","1","9460","32.5"
"DNK-E","電力機器事業部","E-00000697","NF250-ZEV 3P (A)","","個","2024/10","146180","146180","98320","2.0000","2.0000","1","47860","32.7"
"DNK-E","電力機器事業部","E-00000720","NF400-ZCW 3P (U)","","個","2024/07","33870","33870","30530","1.0000","1.0000","1","3340","9.9"
"DNK-E","電力機器事業部","E-00000826","ZT15B (B)","","個","2024/07","5620","5620","3300","2.0000","2.0000","1","2320","41.3"
"DNK-E","電力機器事業部","E-00000826","ZT15B (B)","","個","2024/08","2810","2810","1650","1.0000","1.0000","1","1160","41.3"
"DNK-E","電力機器事業部","E-00000828","ZT15B (U)","","個","2024/08","8430","8430","3990","3.0000","3.0000","1","4440","52.7"
"DNK-E","電力機器事業部","E-00000828","ZT15B (U)","","個","2024/10","22480","22480","10640","8.0000","8.0000","3","11840","52.7"
"DNK-E","電力機器事業部","E-00000828","ZT15B (U)","","個","2024/12","12920","12920","5320","4.0000","4.0000","1","7600","58.8"
"DNK-E","電力機器事業部","E-00000829","ZT30B (A)","","個","2025/02","5880","5880","4820","2.0000","2.0000","1","1060","18"
"DNK-E","電力機器事業部","E-00000829","ZT30B (A)","","個","2025/04","30420","30420","24930","9.0000","9.0000","1","5490","18"
"DNK-E","電力機器事業部","E-00000830","ZT30B (B)","","個","2024/10","4560","4560","2670","1.0000","1.0000","1","1890","41.4"
"DNK-E","電力機器事業部","E-00000832","ZT30B (U)","","個","2024/05","2940","2940","1660","1.0000","1.0000","1","1280","43.5"
"DNK-E","電力機器事業部","E-00000832","ZT30B (U)","","個","2024/10","13680","13680","4980","3.0000","3.0000","1","8700","63.6"
"DNK-E","電力機器事業部","E-00000832","ZT30B (U)","","個","2024/12","10480","10480","4480","2.0000","2.0000","1","6000","57.3"
"DNK-E","電力機器事業部","E-00000832","ZT30B (U)","","個","2025/01","5240","5240","2240","1.0000","1.0000","1","3000","57.3"
"DNK-E","電力機器事業部","E-00000833","ZT40B (A)","","個","2025/02","9180","9180","7480","2.0000","2.0000","1","1700","18.5"
"DNK-E","電力機器事業部","E-00000833","ZT40B (A)","","個","2025/04","47520","47520","38700","9.0000","9.0000","1","8820","18.6"
"DNK-E","電力機器事業部","E-00000836","ZT40B (U)","","個","2024/10","14220","14220","5180","2.0000","2.0000","1","9040","63.6"
"DNK-E","電力機器事業部","E-00000836","ZT40B (U)","","個","2024/11","7110","7110","2590","1.0000","1.0000","1","4520","63.6"
"DNK-E","電力機器事業部","E-00000869","NV-ZBA 100-200V 30,100,200,500A　高速(A)","","個","2024/05","5390","5390","4130","1.0000","1.0000","1","1260","23.4"
"DNK-E","電力機器事業部","E-00000870","NV-ZBA 100-200V 30,100,200,500A　高速(B)","","個","2024/07","16680","16680","9720","2.0000","2.0000","1","6960","41.7"
"DNK-E","電力機器事業部","E-00000872","NV-ZBA 100-200V 30,100,200,500A　高速(U)","","個","2024/08","16680","16680","7860","2.0000","2.0000","1","8820","52.9"
"DNK-E","電力機器事業部","E-00000872","NV-ZBA 100-200V 30,100,200,500A　高速(U)","","個","2024/10","83400","83400","39300","10.0000","10.0000","1","44100","52.9"
"DNK-E","電力機器事業部","E-00000872","NV-ZBA 100-200V 30,100,200,500A　高速(U)","","個","2024/11","8340","8340","3930","1.0000","1.0000","1","4410","52.9"
"DNK-E","電力機器事業部","E-00000872","NV-ZBA 100-200V 30,100,200,500A　高速(U)","","個","2024/12","57540","57540","23580","6.0000","6.0000","2","33960","59"
"DNK-E","電力機器事業部","E-00000872","NV-ZBA 100-200V 30,100,200,500A　高速(U)","","個","2025/01","9590","9590","3930","1.0000","1.0000","1","5660","59"
"DNK-E","電力機器事業部","E-00000877","NV-ZSA 100,200,415V 100,200,500A　時延(A)","","個","2024/08","8300","8300","5820","1.0000","1.0000","1","2480","29.9"
"DNK-E","電力機器事業部","E-00000985","NF30-FA 2P 5A (A)","","個","2024/06","1060","1060","808","1.0000","1.0000","1","252","23.8"
"DNK-E","電力機器事業部","E-00000985","NF30-FA 2P 5A (A)","","個","2025/02","1060","1060","808","1.0000","1.0000","1","252","23.8"
"DNK-E","電力機器事業部","E-00000986","NF30-FA 2P 5A (B)","","個","2024/08","3300","3300","2982","3.0000","3.0000","1","318","9.6"
"DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","2024/07","2200","2200","1604","2.0000","2.0000","1","596","27.1"
"DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","2024/08","5300","5300","4010","5.0000","5.0000","2","1290","24.3"
"DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","2024/09","13200","13200","9624","12.0000","12.0000","2","3576","27.1"
"DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","2024/10","21800","21800","13900","20.0000","20.0000","1","7900","36.2"
"DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","2024/12","10900","10900","8020","10.0000","10.0000","1","2880","26.4"
"DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","2025/01","21800","21800","13900","20.0000","20.0000","1","7900","36.2"
"DNK-E","電力機器事業部","E-00000989","NF30-FA 3P 5A (A)","","個","2025/01","1810","1810","1300","1.0000","1.0000","1","510","28.2"
"DNK-E","電力機器事業部","E-00000992","NF30-FA 3P 5A (U)","","個","2024/05","1570","1570","974","1.0000","1.0000","1","596","38"
"DNK-E","電力機器事業部","E-00001002","NF30-FA 2P 10A (B)","","個","2025/03","1710","1710","1140","1.0000","1.0000","1","570","33.3"
"DNK-E","電力機器事業部","E-00001004","NF30-FA 2P 10A (U)","","個","2024/05","4440","4440","2780","4.0000","4.0000","2","1660","37.4"
"DNK-E","電力機器事業部","E-00001004","NF30-FA 2P 10A (U)","","個","2024/08","1100","1100","695","1.0000","1.0000","1","405","36.8"
"DNK-E","電力機器事業部","E-00001004","NF30-FA 2P 10A (U)","","個","2024/09","7500","7500","5079","7.0000","7.0000","6","2421","32.3"
"DNK-E","電力機器事業部","E-00001004","NF30-FA 2P 10A (U)","","個","2025/01","1290","1290","828","1.0000","1.0000","1","462","35.8"
"DNK-E","電力機器事業部","E-00001006","NF30-FA 2P 15A (B)","","個","2025/03","1710","1710","1140","1.0000","1.0000","1","570","33.3"
"DNK-E","電力機器事業部","E-00001008","NF30-FA 2P 15A (U)","","個","2024/07","5300","5300","3475","5.0000","5.0000","1","1825","34.4"
"DNK-E","電力機器事業部","E-00001008","NF30-FA 2P 15A (U)","","個","2024/08","1100","1100","695","1.0000","1.0000","1","405","36.8"
"DNK-E","電力機器事業部","E-00001008","NF30-FA 2P 15A (U)","","個","2025/01","1060","1060","695","1.0000","1.0000","1","365","34.4"
"DNK-E","電力機器事業部","E-00001012","NF30-FA 2P 20A (U)","","個","2024/05","2200","2200","1604","2.0000","2.0000","1","596","27.1"
"DNK-E","電力機器事業部","E-00001016","NF30-FA 2P 30A (U)","","個","2024/05","2200","2200","1604","2.0000","2.0000","1","596","27.1"
"DNK-E","電力機器事業部","E-00001017","NF30-FA 3P 10A (A)","","個","2025/03","1810","1810","1300","1.0000","1.0000","1","510","28.2"
"DNK-E","電力機器事業部","E-00001020","NF30-FA 3P 10A (U)","","個","2025/04","77440","77440","42856","44.0000","44.0000","1","34584","44.7"
"DNK-E","電力機器事業部","E-00001021","NF30-FA 3P 15A (A)","","個","2025/01","1810","1810","1300","1.0000","1.0000","1","510","28.2"
"DNK-E","電力機器事業部","E-00001026","NF30-FA 3P 20A (B)","","個","2024/11","2400","2400","1600","1.0000","1.0000","1","800","33.3"
"DNK-E","電力機器事業部","E-00001026","NF30-FA 3P 20A (B)","","個","2024/12","12000","12000","6950","5.0000","5.0000","1","5050","42.1"
"DNK-E","電力機器事業部","E-00001028","NF30-FA 3P 20A (U)","","個","2024/07","1470","1470","1120","1.0000","1.0000","1","350","23.8"
"DNK-E","電力機器事業部","E-00001038","NF50-FA 2P 15A (B)","","個","2025/03","6060","6060","5490","3.0000","3.0000","1","570","9.4"
"DNK-E","電力機器事業部","E-00001042","NF50-FA 2P 20A (B)","","個","2025/03","6060","6060","5490","3.0000","3.0000","1","570","9.4"
"DNK-E","電力機器事業部","E-00001196","NV30-FA 2P 5A 30mA (U)","","個","2024/12","10320","10320","6420","3.0000","3.0000","2","3900","37.8"
"DNK-E","電力機器事業部","E-00001201","NV30-FA 2P 10A 30mA (A)","","個","2024/11","2990","2990","2250","1.0000","1.0000","1","740","24.7"
"DNK-E","電力機器事業部","E-00001204","NV30-FA 2P 10A 30mA (U)","","個","2024/07","2990","2990","2140","1.0000","1.0000","1","850","28.4"
"DNK-E","電力機器事業部","E-00001204","NV30-FA 2P 10A 30mA (U)","","個","2025/03","13000","13000","2140","1.0000","1.0000","1","10860","83.5"
"DNK-E","電力機器事業部","E-00001204","NV30-FA 2P 10A 30mA (U)","","個","2025/04","6880","6880","4920","2.0000","2.0000","1","1960","28.5"
"DNK-E","電力機器事業部","E-00001232","NV30-FA 3P 5A 30mA (U)","","個","2025/04","4920","4920","3550","1.0000","1.0000","1","1370","27.8"
"DNK-E","電力機器事業部","E-00001248","NV30-FA 3P 15A 30mA (U)","","個","2025/04","4920","4920","3550","1.0000","1.0000","1","1370","27.8"
"DNK-E","電力機器事業部","E-00001253","NV30-FA 3P 20A 30mA (A)","","個","2024/07","4280","4280","3230","1.0000","1.0000","1","1050","24.5"
"DNK-E","電力機器事業部","E-00001254","NV30-FA 3P 20A 30mA (B)","","個","2025/01","6570","6570","3810","1.0000","1.0000","1","2760","42"
"DNK-E","電力機器事業部","E-00001256","NV30-FA 3P 20A 30mA (U)","","個","2024/11","4920","4920","3080","1.0000","1.0000","1","1840","37.4"
"DNK-E","電力機器事業部","E-00001262","NV30-FA 3P 30A 30mA (B)","","個","2024/12","11420","11420","7620","2.0000","2.0000","2","3800","33.3"
"DNK-E","電力機器事業部","E-00001673","CP30-BA 1P 15A I-M (A)","","個","2025/01","1020","1020","750","1.0000","1.0000","1","270","26.5"
"DNK-E","電力機器事業部","E-00001677","CP30-BA 1P 1A I-M (A)","","個","2024/08","5100","5100","3750","5.0000","5.0000","3","1350","26.5"
"DNK-E","電力機器事業部","E-00001677","CP30-BA 1P 1A I-M (A)","","個","2024/10","3160","3160","2250","3.0000","3.0000","2","910","28.8"
"DNK-E","電力機器事業部","E-00001677","CP30-BA 1P 1A I-M (A)","","個","2024/11","1020","1020","750","1.0000","1.0000","1","270","26.5"
"DNK-E","電力機器事業部","E-00001677","CP30-BA 1P 1A I-M (A)","","個","2025/01","1020","1020","750","1.0000","1.0000","1","270","26.5"
"DNK-E","電力機器事業部","E-00001677","CP30-BA 1P 1A I-M (A)","","個","2025/02","1020","1020","750","1.0000","1.0000","1","270","26.5"
"DNK-E","電力機器事業部","E-00001677","CP30-BA 1P 1A I-M (A)","","個","2025/03","3110","3110","2250","3.0000","3.0000","3","860","27.7"
"DNK-E","電力機器事業部","E-00001677","CP30-BA 1P 1A I-M (A)","","個","2025/04","1020","1020","750","1.0000","1.0000","1","270","26.5"
"DNK-E","電力機器事業部","E-00001680","CP30-BA 1P 1A I-M (U)","","個","2025/03","51840","51840","44800","64.0000","64.0000","1","7040","13.6"
"DNK-E","電力機器事業部","E-00001685","CP30-BA 1P 2A I-M (A)","","個","2025/04","7020","7020","5166","6.0000","6.0000","2","1854","26.4"
"DNK-E","電力機器事業部","E-00001693","CP30-BA 1P 3A I-M (A)","","個","2024/07","1360","1360","977","1.0000","1.0000","1","383","28.2"
"DNK-E","電力機器事業部","E-00001693","CP30-BA 1P 3A I-M (A)","","個","2025/03","1070","1070","750","1.0000","1.0000","1","320","29.9"
"DNK-E","電力機器事業部","E-00001693","CP30-BA 1P 3A I-M (A)","","個","2025/04","1070","1070","750","1.0000","1.0000","1","320","29.9"
"DNK-E","電力機器事業部","E-00001696","CP30-BA 1P 3A I-M (U)","","個","2024/09","1940","1940","1218","2.0000","2.0000","1","722","37.2"
"DNK-E","電力機器事業部","E-00001696","CP30-BA 1P 3A I-M (U)","","個","2024/12","8880","8880","8400","12.0000","12.0000","2","480","5.4"
"DNK-E","電力機器事業部","E-00001696","CP30-BA 1P 3A I-M (U)","","個","2025/01","4280","4280","2800","4.0000","4.0000","4","1480","34.6"
"DNK-E","電力機器事業部","E-00001696","CP30-BA 1P 3A I-M (U)","","個","2025/03","10740","10740","9800","14.0000","14.0000","3","940","8.8"
"DNK-E","電力機器事業部","E-00001725","CP30-BA 1P 1A I-MD (A)","","個","2024/11","69500","69500","52500","50.0000","50.0000","1","17000","24.5"
"DNK-E","電力機器事業部","E-00001725","CP30-BA 1P 1A I-MD (A)","","個","2024/12","69500","69500","52500","50.0000","50.0000","1","17000","24.5"
"DNK-E","電力機器事業部","E-00001728","CP30-BA 1P 1A I-MD (U)","","個","2024/08","1100","1100","977","1.0000","1.0000","1","123","11.2"
"DNK-E","電力機器事業部","E-00001744","CP30-BA 1P 3A I-MD (U)","","個","2024/08","1100","1100","977","1.0000","1.0000","1","123","11.2"
"DNK-E","電力機器事業部","E-00001766","CP30-BA 2P 0.3A I-M (B)","","個","2025/02","2460","2460","2020","1.0000","1.0000","1","440","17.9"
"DNK-E","電力機器事業部","E-00001768","CP30-BA 2P 0.3A I-M (U)","","個","2025/01","2460","2460","1540","1.0000","1.0000","1","920","37.4"
"DNK-E","電力機器事業部","E-00001770","CP30-BA 2P 0.5A I-M (B)","","個","2024/06","1990","1990","1750","1.0000","1.0000","1","240","12.1"
"DNK-E","電力機器事業部","E-00001770","CP30-BA 2P 0.5A I-M (B)","","個","2024/07","1990","1990","1750","1.0000","1.0000","1","240","12.1"
"DNK-E","電力機器事業部","E-00001772","CP30-BA 2P 0.5A I-M (U)","","個","2024/09","2140","2140","1540","1.0000","1.0000","1","600","28"
"DNK-E","電力機器事業部","E-00001772","CP30-BA 2P 0.5A I-M (U)","","個","2025/01","2460","2460","1540","1.0000","1.0000","1","920","37.4"
"DNK-E","電力機器事業部","E-00001773","CP30-BA 2P 10A I-M (A)","","個","2024/06","11750","11750","8250","5.0000","5.0000","2","3500","29.8"
"DNK-E","電力機器事業部","E-00001773","CP30-BA 2P 10A I-M (A)","","個","2024/08","6250","6250","1650","1.0000","1.0000","1","4600","73.6"
"DNK-E","電力機器事業部","E-00001773","CP30-BA 2P 10A I-M (A)","","個","2024/09","7180","7180","4950","3.0000","3.0000","2","2230","31.1"
"DNK-E","電力機器事業部","E-00001773","CP30-BA 2P 10A I-M (A)","","個","2024/10","49350","49350","34650","21.0000","21.0000","3","14700","29.8"
"DNK-E","電力機器事業部","E-00001773","CP30-BA 2P 10A I-M (A)","","個","2024/12","14100","14100","9900","6.0000","6.0000","2","4200","29.8"
"DNK-E","電力機器事業部","E-00001773","CP30-BA 2P 10A I-M (A)","","個","2025/01","16450","16450","11550","7.0000","7.0000","2","4900","29.8"
"DNK-E","電力機器事業部","E-00001773","CP30-BA 2P 10A I-M (A)","","個","2025/02","16450","16450","11550","7.0000","7.0000","1","4900","29.8"
"DNK-E","電力機器事業部","E-00001773","CP30-BA 2P 10A I-M (A)","","個","2025/03","23500","23500","16500","10.0000","10.0000","2","7000","29.8"
"DNK-E","電力機器事業部","E-00001773","CP30-BA 2P 10A I-M (A)","","個","2025/04","2700","2700","1900","1.0000","1.0000","1","800","29.6"
"DNK-E","電力機器事業部","E-00001774","CP30-BA 2P 10A I-M (B)","","個","2025/01","17220","17220","14140","7.0000","7.0000","2","3080","17.9"
"DNK-E","電力機器事業部","E-00001776","CP30-BA 2P 10A I-M (U)","","個","2024/05","25640","25640","14740","11.0000","11.0000","3","10900","42.5"
"DNK-E","電力機器事業部","E-00001776","CP30-BA 2P 10A I-M (U)","","個","2024/07","2350","2350","1540","1.0000","1.0000","1","810","34.5"
"DNK-E","電力機器事業部","E-00001776","CP30-BA 2P 10A I-M (U)","","個","2024/08","2140","2140","1540","1.0000","1.0000","1","600","28"
"DNK-E","電力機器事業部","E-00001776","CP30-BA 2P 10A I-M (U)","","個","2024/12","40260","40260","37900","25.0000","25.0000","3","2360","5.9"
"DNK-E","電力機器事業部","E-00001776","CP30-BA 2P 10A I-M (U)","","個","2025/01","4700","4700","1400","2.0000","2.0000","1","3300","70.2"
"DNK-E","電力機器事業部","E-00001776","CP30-BA 2P 10A I-M (U)","","個","2025/02","3240","3240","3080","2.0000","2.0000","2","160","4.9"
"DNK-E","電力機器事業部","E-00001776","CP30-BA 2P 10A I-M (U)","","個","2025/03","61220","61220","56980","37.0000","37.0000","3","4240","6.9"
"DNK-E","電力機器事業部","E-00001776","CP30-BA 2P 10A I-M (U)","","個","2025/04","1780","1780","1540","1.0000","1.0000","1","240","13.5"
"DNK-E","電力機器事業部","E-00001777","CP30-BA 2P 15A I-M (A)","","個","2024/05","18800","18800","13200","8.0000","8.0000","2","5600","29.8"
"DNK-E","電力機器事業部","E-00001777","CP30-BA 2P 15A I-M (A)","","個","2024/10","14100","14100","9900","6.0000","6.0000","1","4200","29.8"
"DNK-E","電力機器事業部","E-00001777","CP30-BA 2P 15A I-M (A)","","個","2024/12","9400","9400","6600","4.0000","4.0000","1","2800","29.8"
"DNK-E","電力機器事業部","E-00001777","CP30-BA 2P 15A I-M (A)","","個","2025/01","9400","9400","6600","4.0000","4.0000","1","2800","29.8"
"DNK-E","電力機器事業部","E-00001777","CP30-BA 2P 15A I-M (A)","","個","2025/02","7050","7050","4950","3.0000","3.0000","1","2100","29.8"
