"部門コード","部門名","商品コード","商品名","仕様・規格","単位","集計年月","総売上額","純売上額","原価計","総売上数","純売上数","明細数","粗利益","粗利率"
"DNK-E","電力機器事業部","E-00000481","LC-05SV (A)","","個","2026/01","1300","1300","850","10.0000","10.0000","1","450","34.6"
"DNK-E","電力機器事業部","E-00000481","LC-05SV (A)","","個","2026/03","5200","5200","3400","40.0000","40.0000","1","1800","34.6"
"DNK-E","電力機器事業部","E-00000481","LC-05SV (A)","","個","2026/04","23400","23400","15300","180.0000","180.0000","4","8100","34.6"
"DNK-E","電力機器事業部","E-00000484","LC-05SV (U)","","個","2025/06","1200","1200","1000","20.0000","20.0000","1","200","16.7"
"DNK-E","電力機器事業部","E-00000484","LC-05SV (U)","","個","2025/07","19500","19500","9150","150.0000","150.0000","6","10350","53.1"
"DNK-E","電力機器事業部","E-00000484","LC-05SV (U)","","個","2025/10","3000","3000","2450","50.0000","50.0000","1","550","18.3"
"DNK-E","電力機器事業部","E-00000484","LC-05SV (U)","","個","2026/01","600","600","270","10.0000","10.0000","2","330","55"
"DNK-E","電力機器事業部","E-00000581","NV125-SV MB 3P (A)","","個","2025/05","234640","234640","158550","7.0000","7.0000","3","76090","32.4"
"DNK-E","電力機器事業部","E-00000581","NV125-SV MB 3P (A)","","個","2026/03","103470","103470","70140","3.0000","3.0000","1","33330","32.2"
"DNK-E","電力機器事業部","E-00000677","NF125-ZHV(125A) 3P (A)","","個","2025/07","42230","42230","34040","1.0000","1.0000","1","8190","19.4"
"DNK-E","電力機器事業部","E-00000825","ZT15B (A)","","個","2025/07","2300","2300","1610","1.0000","1.0000","1","690","30"
"DNK-E","電力機器事業部","E-00000825","ZT15B (A)","","個","2025/10","2300","2300","1610","1.0000","1.0000","1","690","30"
"DNK-E","電力機器事業部","E-00000826","ZT15B (B)","","個","2025/08","6460","6460","3800","2.0000","2.0000","1","2660","41.2"
"DNK-E","電力機器事業部","E-00000828","ZT15B (U)","","個","2025/10","10000","10000","6120","4.0000","4.0000","3","3880","38.8"
"DNK-E","電力機器事業部","E-00000829","ZT30B (A)","","個","2025/07","3720","3720","2770","1.0000","1.0000","1","950","25.5"
"DNK-E","電力機器事業部","E-00000829","ZT30B (A)","","個","2025/09","3720","3720","2610","1.0000","1.0000","1","1110","29.8"
"DNK-E","電力機器事業部","E-00000829","ZT30B (A)","","個","2025/10","3720","3720","2610","1.0000","1.0000","1","1110","29.8"
"DNK-E","電力機器事業部","E-00000832","ZT30B (U)","","個","2025/08","5240","5240","2580","1.0000","1.0000","1","2660","50.8"
"DNK-E","電力機器事業部","E-00000832","ZT30B (U)","","個","2025/09","10480","10480","5160","2.0000","2.0000","1","5320","50.8"
"DNK-E","電力機器事業部","E-00000832","ZT30B (U)","","個","2025/12","5240","5240","2580","1.0000","1.0000","1","2660","50.8"
"DNK-E","電力機器事業部","E-00000836","ZT40B (U)","","個","2025/09","8160","8160","4020","1.0000","1.0000","1","4140","50.7"
"DNK-E","電力機器事業部","E-00000840","ZT60B (U)","","個","2025/09","67440","67440","33150","3.0000","3.0000","1","34290","50.8"
"DNK-E","電力機器事業部","E-00000870","NV-ZBA 100-200V 30,100,200,500A　高速(B)","","個","2025/08","38360","38360","22360","4.0000","4.0000","2","16000","41.7"
"DNK-E","電力機器事業部","E-00000872","NV-ZBA 100-200V 30,100,200,500A　高速(U)","","個","2025/08","9590","9590","4520","1.0000","1.0000","1","5070","52.9"
"DNK-E","電力機器事業部","E-00000872","NV-ZBA 100-200V 30,100,200,500A　高速(U)","","個","2025/10","10480","10480","9040","2.0000","2.0000","1","1440","13.7"
"DNK-E","電力機器事業部","E-00000872","NV-ZBA 100-200V 30,100,200,500A　高速(U)","","個","2026/01","9590","9590","4520","1.0000","1.0000","1","5070","52.9"
"DNK-E","電力機器事業部","E-00000873","NV-ZSA 100,200,415V 30,100,200,500A　高速(A)","","個","2025/07","19100","19100","13380","2.0000","2.0000","1","5720","29.9"
"DNK-E","電力機器事業部","E-00000873","NV-ZSA 100,200,415V 30,100,200,500A　高速(A)","","個","2025/09","9550","9550","6680","1.0000","1.0000","1","2870","30.1"
"DNK-E","電力機器事業部","E-00000985","NF30-FA 2P 5A (A)","","個","2025/05","2440","2440","1858","2.0000","2.0000","2","582","23.9"
"DNK-E","電力機器事業部","E-00000985","NF30-FA 2P 5A (A)","","個","2025/06","4950","4950","3716","4.0000","4.0000","3","1234","24.9"
"DNK-E","電力機器事業部","E-00000985","NF30-FA 2P 5A (A)","","個","2025/07","4880","4880","3716","4.0000","4.0000","2","1164","23.9"
"DNK-E","電力機器事業部","E-00000985","NF30-FA 2P 5A (A)","","個","2025/08","8540","8540","6503","7.0000","7.0000","2","2037","23.9"
"DNK-E","電力機器事業部","E-00000985","NF30-FA 2P 5A (A)","","個","2025/09","2440","2440","1858","2.0000","2.0000","2","582","23.9"
"DNK-E","電力機器事業部","E-00000985","NF30-FA 2P 5A (A)","","個","2025/11","1220","1220","929","1.0000","1.0000","1","291","23.9"
"DNK-E","電力機器事業部","E-00000985","NF30-FA 2P 5A (A)","","個","2025/12","1220","1220","929","1.0000","1.0000","1","291","23.9"
"DNK-E","電力機器事業部","E-00000985","NF30-FA 2P 5A (A)","","個","2026/02","8540","8540","6503","7.0000","7.0000","1","2037","23.9"
"DNK-E","電力機器事業部","E-00000986","NF30-FA 2P 5A (B)","","個","2025/06","6350","6350","5700","5.0000","5.0000","2","650","10.2"
"DNK-E","電力機器事業部","E-00000986","NF30-FA 2P 5A (B)","","個","2025/09","3420","3420","2280","2.0000","2.0000","1","1140","33.3"
"DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","2025/05","1270","1270","922","1.0000","1.0000","1","348","27.4"
"DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","2025/06","25460","25460","16666","23.0000","23.0000","3","8794","34.5"
"DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","2025/09","1270","1270","922","1.0000","1.0000","1","348","27.4"
"DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","2025/10","21800","21800","13900","20.0000","20.0000","1","7900","36.2"
"DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","2025/12","1270","1270","922","1.0000","1.0000","1","348","27.4"
"DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","2026/01","27880","27880","21760","10.0000","10.0000","6","6120","22"
"DNK-E","電力機器事業部","E-00000988","NF30-FA 2P 5A (U)","","個","2026/02","2540","2540","1844","2.0000","2.0000","1","696","27.4"
"DNK-E","電力機器事業部","E-00000989","NF30-FA 3P 5A (A)","","個","2026/01","3620","3620","2600","2.0000","2.0000","2","1020","28.2"
"DNK-E","電力機器事業部","E-00000990","NF30-FA 3P 5A (B)","","個","2025/12","36000","36000","24000","15.0000","15.0000","1","12000","33.3"
"DNK-E","電力機器事業部","E-00000990","NF30-FA 3P 5A (B)","","個","2026/01","38400","38400","25600","16.0000","16.0000","2","12800","33.3"
"DNK-E","電力機器事業部","E-00000990","NF30-FA 3P 5A (B)","","個","2026/02","84000","84000","56000","35.0000","35.0000","2","28000","33.3"
"DNK-E","電力機器事業部","E-00001001","NF30-FA 2P 10A (A)","","個","2025/06","2440","2440","1858","2.0000","2.0000","1","582","23.9"
"DNK-E","電力機器事業部","E-00001001","NF30-FA 2P 10A (A)","","個","2025/09","1290","1290","929","1.0000","1.0000","1","361","28"
"DNK-E","電力機器事業部","E-00001001","NF30-FA 2P 10A (A)","","個","2026/02","2440","2440","1858","2.0000","2.0000","1","582","23.9"
"DNK-E","電力機器事業部","E-00001004","NF30-FA 2P 10A (U)","","個","2025/05","1270","1270","922","1.0000","1.0000","1","348","27.4"
"DNK-E","電力機器事業部","E-00001004","NF30-FA 2P 10A (U)","","個","2025/10","1270","1270","922","1.0000","1.0000","1","348","27.4"
"DNK-E","電力機器事業部","E-00001004","NF30-FA 2P 10A (U)","","個","2025/12","1270","1270","922","1.0000","1.0000","1","348","27.4"
"DNK-E","電力機器事業部","E-00001004","NF30-FA 2P 10A (U)","","個","2026/03","1270","1270","922","1.0000","1.0000","1","348","27.4"
"DNK-E","電力機器事業部","E-00001005","NF30-FA 2P 15A (A)","","個","2025/06","9760","9760","7432","8.0000","8.0000","2","2328","23.9"
"DNK-E","電力機器事業部","E-00001005","NF30-FA 2P 15A (A)","","個","2025/08","1290","1290","929","1.0000","1.0000","1","361","28"
"DNK-E","電力機器事業部","E-00001005","NF30-FA 2P 15A (A)","","個","2025/09","4880","4880","3716","4.0000","4.0000","2","1164","23.9"
"DNK-E","電力機器事業部","E-00001005","NF30-FA 2P 15A (A)","","個","2026/01","2580","2580","1858","2.0000","2.0000","1","722","28"
"DNK-E","電力機器事業部","E-00001009","NF30-FA 2P 20A (A)","","個","2025/05","1450","1450","929","1.0000","1.0000","1","521","35.9"
"DNK-E","電力機器事業部","E-00001009","NF30-FA 2P 20A (A)","","個","2025/09","1290","1290","929","1.0000","1.0000","1","361","28"
"DNK-E","電力機器事業部","E-00001009","NF30-FA 2P 20A (A)","","個","2025/12","1450","1450","929","1.0000","1.0000","1","521","35.9"
"DNK-E","電力機器事業部","E-00001016","NF30-FA 2P 30A (U)","","個","2026/04","1270","1270","922","1.0000","1.0000","1","348","27.4"
"DNK-E","電力機器事業部","E-00001017","NF30-FA 3P 10A (A)","","個","2025/08","1810","1810","1300","1.0000","1.0000","1","510","28.2"
"DNK-E","電力機器事業部","E-00001017","NF30-FA 3P 10A (A)","","個","2026/02","1810","1810","1300","1.0000","1.0000","1","510","28.2"
"DNK-E","電力機器事業部","E-00001018","NF30-FA 3P 10A (B)","","個","2025/08","72000","72000","48000","30.0000","30.0000","1","24000","33.3"
"DNK-E","電力機器事業部","E-00001018","NF30-FA 3P 10A (B)","","個","2025/11","7200","7200","4800","3.0000","3.0000","1","2400","33.3"
"DNK-E","電力機器事業部","E-00001018","NF30-FA 3P 10A (B)","","個","2025/12","127200","127200","84800","53.0000","53.0000","4","42400","33.3"
"DNK-E","電力機器事業部","E-00001018","NF30-FA 3P 10A (B)","","個","2026/02","72000","72000","48000","30.0000","30.0000","1","24000","33.3"
"DNK-E","電力機器事業部","E-00001018","NF30-FA 3P 10A (B)","","個","2026/04","48000","48000","32000","20.0000","20.0000","1","16000","33.3"
"DNK-E","電力機器事業部","E-00001020","NF30-FA 3P 10A (U)","","個","2025/07","36000","36000","19350","15.0000","15.0000","1","16650","46.3"
"DNK-E","電力機器事業部","E-00001020","NF30-FA 3P 10A (U)","","個","2026/02","7240","7240","5160","4.0000","4.0000","1","2080","28.7"
"DNK-E","電力機器事業部","E-00001025","NF30-FA 3P 20A (A)","","個","2026/01","1810","1810","1300","1.0000","1.0000","1","510","28.2"
"DNK-E","電力機器事業部","E-00001029","NF30-FA 3P 30A (A)","","個","2025/07","1810","1810","1300","1.0000","1.0000","1","510","28.2"
"DNK-E","電力機器事業部","E-00001029","NF30-FA 3P 30A (A)","","個","2025/08","1810","1810","1300","1.0000","1.0000","1","510","28.2"
"DNK-E","電力機器事業部","E-00001029","NF30-FA 3P 30A (A)","","個","2025/09","1810","1810","1300","1.0000","1.0000","1","510","28.2"
"DNK-E","電力機器事業部","E-00001029","NF30-FA 3P 30A (A)","","個","2026/01","1810","1810","1300","1.0000","1.0000","1","510","28.2"
"DNK-E","電力機器事業部","E-00001030","NF30-FA 3P 30A (B)","","個","2026/02","2400","2400","1600","1.0000","1.0000","1","800","33.3"
"DNK-E","電力機器事業部","E-00001044","NF50-FA 2P 20A (U)","","個","2025/12","2020","2020","1480","1.0000","1.0000","1","540","26.7"
"DNK-E","電力機器事業部","E-00001048","NF50-FA 2P 30A (U)","","個","2025/12","2020","2020","1480","1.0000","1.0000","1","540","26.7"
"DNK-E","電力機器事業部","E-00001048","NF50-FA 2P 30A (U)","","個","2026/02","6060","6060","4440","3.0000","3.0000","1","1620","26.7"
"DNK-E","電力機器事業部","E-00001180","NV30-FA 2P 5A 15mA (U)","","個","2026/02","50550","50550","36900","15.0000","15.0000","3","13650","27"
"DNK-E","電力機器事業部","E-00001193","NV30-FA 2P 5A 30mA (A)","","個","2025/11","15400","15400","10360","4.0000","4.0000","1","5040","32.7"
"DNK-E","電力機器事業部","E-00001194","NV30-FA 2P 5A 30mA (B)","","個","2026/04","9160","9160","6100","2.0000","2.0000","1","3060","33.4"
"DNK-E","電力機器事業部","E-00001196","NV30-FA 2P 5A 30mA (U)","","個","2025/11","10180","10180","7380","3.0000","3.0000","2","2800","27.5"
"DNK-E","電力機器事業部","E-00001196","NV30-FA 2P 5A 30mA (U)","","個","2025/12","20220","20220","14760","6.0000","6.0000","1","5460","27"
"DNK-E","電力機器事業部","E-00001196","NV30-FA 2P 5A 30mA (U)","","個","2026/01","33700","33700","24600","10.0000","10.0000","6","9100","27"
"DNK-E","電力機器事業部","E-00001196","NV30-FA 2P 5A 30mA (U)","","個","2026/02","80880","80880","59040","24.0000","24.0000","2","21840","27"
"DNK-E","電力機器事業部","E-00001196","NV30-FA 2P 5A 30mA (U)","","個","2026/03","6740","6740","4920","2.0000","2.0000","1","1820","27"
"DNK-E","電力機器事業部","E-00001196","NV30-FA 2P 5A 30mA (U)","","個","2026/04","7950","7950","4920","2.0000","2.0000","2","3030","38.1"
"DNK-E","電力機器事業部","E-00001200","NV30-FA 2P 10A 15mA (U)","","個","2025/08","10110","10110","7380","3.0000","3.0000","1","2730","27"
"DNK-E","電力機器事業部","E-00001201","NV30-FA 2P 10A 30mA (A)","","個","2026/01","10320","10320","7770","3.0000","3.0000","2","2550","24.7"
"DNK-E","電力機器事業部","E-00001201","NV30-FA 2P 10A 30mA (A)","","個","2026/03","13760","13760","10360","4.0000","4.0000","4","3400","24.7"
"DNK-E","電力機器事業部","E-00001202","NV30-FA 2P 10A 30mA (B)","","個","2026/01","3370","3370","3050","1.0000","1.0000","1","320","9.5"
"DNK-E","電力機器事業部","E-00001204","NV30-FA 2P 10A 30mA (U)","","個","2025/10","16850","16850","12300","5.0000","5.0000","3","4550","27"
"DNK-E","電力機器事業部","E-00001204","NV30-FA 2P 10A 30mA (U)","","個","2026/01","13480","13480","9840","4.0000","4.0000","3","3640","27"
"DNK-E","電力機器事業部","E-00001204","NV30-FA 2P 10A 30mA (U)","","個","2026/02","47180","47180","34440","14.0000","14.0000","3","12740","27"
"DNK-E","電力機器事業部","E-00001204","NV30-FA 2P 10A 30mA (U)","","個","2026/03","6740","6740","4920","2.0000","2.0000","1","1820","27"
"DNK-E","電力機器事業部","E-00001209","NV30-FA 2P 15A 30mA (A)","","個","2025/11","6880","6880","5180","2.0000","2.0000","1","1700","24.7"
"DNK-E","電力機器事業部","E-00001209","NV30-FA 2P 15A 30mA (A)","","個","2026/01","6880","6880","5180","2.0000","2.0000","1","1700","24.7"
"DNK-E","電力機器事業部","E-00001210","NV30-FA 2P 15A 30mA (B)","","個","2025/07","4580","4580","3050","1.0000","1.0000","1","1530","33.4"
"DNK-E","電力機器事業部","E-00001212","NV30-FA 2P 15A 30mA (U)","","個","2026/01","13480","13480","9840","4.0000","4.0000","2","3640","27"
"DNK-E","電力機器事業部","E-00001217","NV30-FA 2P 20A 30mA (A)","","個","2026/02","26960","26960","19680","8.0000","8.0000","1","7280","27"
"DNK-E","電力機器事業部","E-00001220","NV30-FA 2P 20A 30mA (U)","","個","2025/05","3370","3370","2460","1.0000","1.0000","1","910","27"
"DNK-E","電力機器事業部","E-00001220","NV30-FA 2P 20A 30mA (U)","","個","2026/02","37070","37070","27060","11.0000","11.0000","2","10010","27"
"DNK-E","電力機器事業部","E-00001224","NV30-FA 2P 30A 15mA (U)","","個","2025/08","3370","3370","2460","1.0000","1.0000","1","910","27"
"DNK-E","電力機器事業部","E-00001225","NV30-FA 2P 30A 30mA (A)","","個","2026/02","3370","3370","2460","1.0000","1.0000","1","910","27"
"DNK-E","電力機器事業部","E-00001229","NV30-FA 3P 5A 30mA (A)","","個","2025/11","5520","5520","3730","1.0000","1.0000","1","1790","32.4"
"DNK-E","電力機器事業部","E-00001229","NV30-FA 3P 5A 30mA (A)","","個","2026/03","19680","19680","14920","4.0000","4.0000","3","4760","24.2"
"DNK-E","電力機器事業部","E-00001230","NV30-FA 3P 5A 30mA (B)","","個","2025/09","46380","46380","31560","6.0000","6.0000","2","14820","32"
"DNK-E","電力機器事業部","E-00001230","NV30-FA 3P 5A 30mA (B)","","個","2026/04","45990","45990","30730","7.0000","7.0000","2","15260","33.2"
"DNK-E","電力機器事業部","E-00001232","NV30-FA 3P 5A 30mA (U)","","個","2026/04","6570","6570","3550","1.0000","1.0000","1","3020","46"
"DNK-E","電力機器事業部","E-00001238","NV30-FA 3P 10A 30mA (B)","","個","2025/09","7730","7730","5260","1.0000","1.0000","1","2470","32"
"DNK-E","電力機器事業部","E-00001238","NV30-FA 3P 10A 30mA (B)","","個","2026/04","32850","32850","21950","5.0000","5.0000","2","10900","33.2"
"DNK-E","電力機器事業部","E-00001240","NV30-FA 3P 10A 30mA (U)","","個","2026/04","6570","6570","3550","1.0000","1.0000","1","3020","46"
"DNK-E","電力機器事業部","E-00001248","NV30-FA 3P 15A 30mA (U)","","個","2026/02","4920","4920","3550","1.0000","1.0000","1","1370","27.8"
"DNK-E","電力機器事業部","E-00001253","NV30-FA 3P 20A 30mA (A)","","個","2025/09","4920","4920","3730","1.0000","1.0000","1","1190","24.2"
"DNK-E","電力機器事業部","E-00001253","NV30-FA 3P 20A 30mA (A)","","個","2026/01","4920","4920","3730","1.0000","1.0000","1","1190","24.2"
"DNK-E","電力機器事業部","E-00001261","NV30-FA 3P 30A 30mA (A)","","個","2025/11","5520","5520","3730","1.0000","1.0000","1","1790","32.4"
"DNK-E","電力機器事業部","E-00001300","NV50-FA 2P 30A 30mA (U)","","個","2025/08","3470","3470","2530","1.0000","1.0000","1","940","27.1"
"DNK-E","電力機器事業部","E-00001300","NV50-FA 2P 30A 30mA (U)","","個","2026/02","10410","10410","7590","3.0000","3.0000","1","2820","27.1"
"DNK-E","電力機器事業部","E-00001365","NV50-FA 3P 50A 30mA (A)","","個","2026/01","10600","10600","8000","2.0000","2.0000","1","2600","24.5"
"DNK-E","電力機器事業部","E-00001676","CP30-BA 1P 15A I-M (U)","","個","2026/02","970","970","803","1.0000","1.0000","1","167","17.2"
"DNK-E","電力機器事業部","E-00001677","CP30-BA 1P 1A I-M (A)","","個","2025/05","1170","1170","861","1.0000","1.0000","1","309","26.4"
"DNK-E","電力機器事業部","E-00001677","CP30-BA 1P 1A I-M (A)","","個","2025/08","2340","2340","1722","2.0000","2.0000","2","618","26.4"
"DNK-E","電力機器事業部","E-00001677","CP30-BA 1P 1A I-M (A)","","個","2025/09","7020","7020","5166","6.0000","6.0000","3","1854","26.4"
"DNK-E","電力機器事業部","E-00001677","CP30-BA 1P 1A I-M (A)","","個","2026/01","14040","14040","10332","12.0000","12.0000","3","3708","26.4"
"DNK-E","電力機器事業部","E-00001677","CP30-BA 1P 1A I-M (A)","","個","2026/02","2340","2340","1722","2.0000","2.0000","2","618","26.4"
"DNK-E","電力機器事業部","E-00001677","CP30-BA 1P 1A I-M (A)","","個","2026/04","28080","28080","20664","24.0000","24.0000","2","7416","26.4"
"DNK-E","電力機器事業部","E-00001678","CP30-BA 1P 1A I-M (B)","","個","2025/06","1120","1120","914","1.0000","1.0000","1","206","18.4"
"DNK-E","電力機器事業部","E-00001678","CP30-BA 1P 1A I-M (B)","","個","2025/09","11800","11800","9140","10.0000","10.0000","1","2660","22.5"
"DNK-E","電力機器事業部","E-00001680","CP30-BA 1P 1A I-M (U)","","個","2025/10","11640","11640","9636","12.0000","12.0000","3","2004","17.2"
"DNK-E","電力機器事業部","E-00001684","CP30-BA 1P 20A I-M (U)","","個","2026/02","970","970","803","1.0000","1.0000","1","167","17.2"
"DNK-E","電力機器事業部","E-00001685","CP30-BA 1P 2A I-M (A)","","個","2025/05","1170","1170","861","1.0000","1.0000","1","309","26.4"
"DNK-E","電力機器事業部","E-00001685","CP30-BA 1P 2A I-M (A)","","個","2025/08","1170","1170","861","1.0000","1.0000","1","309","26.4"
"DNK-E","電力機器事業部","E-00001685","CP30-BA 1P 2A I-M (A)","","個","2026/02","7380","7380","5166","6.0000","6.0000","2","2214","30"
"DNK-E","電力機器事業部","E-00001685","CP30-BA 1P 2A I-M (A)","","個","2026/04","6150","6150","4305","5.0000","5.0000","1","1845","30"
"DNK-E","電力機器事業部","E-00001688","CP30-BA 1P 2A I-M (U)","","個","2025/09","9700","9700","8030","10.0000","10.0000","1","1670","17.2"
"DNK-E","電力機器事業部","E-00001688","CP30-BA 1P 2A I-M (U)","","個","2025/10","9700","9700","8030","10.0000","10.0000","1","1670","17.2"
"DNK-E","電力機器事業部","E-00001693","CP30-BA 1P 3A I-M (A)","","個","2025/09","1230","1230","861","1.0000","1.0000","1","369","30"
"DNK-E","電力機器事業部","E-00001693","CP30-BA 1P 3A I-M (A)","","個","2025/10","4920","4920","3444","4.0000","4.0000","1","1476","30"
