"部門コード","部門名","商品コード","商品名","仕様・規格","単位","集計年月","総売上額","純売上額","原価計","総売上数","純売上数","明細数","粗利益","粗利率"
"DNK-E","電力機器事業部","E-00028633","NV125-SV 4P 20A  1/2/500mA換 AL-SLT(A)","","個","2023/09","129240","129240","87180","3.0000","3.0000","1","42060","32.5"
"DNK-E","電力機器事業部","E-00028641","NV125-SV 4P 30A  1/2/500mA換 AL-SLT(A)","","個","2023/12","129240","129240","87180","3.0000","3.0000","1","42060","32.5"
"DNK-E","電力機器事業部","E-00028641","NV125-SV 4P 30A  1/2/500mA換 AL-SLT(A)","","個","2024/02","86160","86160","58120","2.0000","2.0000","1","28040","32.5"
"DNK-E","電力機器事業部","E-00028657","NV125-SV 4P 50A  1/2/500mA換 AL-SLT(A)","","個","2024/02","43080","43080","29060","1.0000","1.0000","1","14020","32.5"
"DNK-E","電力機器事業部","E-00029132","NV250-SV 3P 150A  1/2/500mA換 AL-SLT(U)","","個","2024/01","58700","58700","52480","2.0000","2.0000","1","6220","10.6"
"DNK-E","電力機器事業部","E-00029132","NV250-SV 3P 150A  1/2/500mA換 AL-SLT(U)","","個","2024/04","116440","116440","104960","4.0000","4.0000","1","11480","9.9"
"DNK-E","電力機器事業部","E-00029133","NV250-SV 3P 175A (30mA) AL-SLT(A)","","個","2023/09","81800","81800","55160","2.0000","2.0000","1","26640","32.6"
"DNK-E","電力機器事業部","E-00029481","NV125-SV 3P 30mA MB (A)","","個","2023/11","116600","116600","78760","4.0000","4.0000","2","37840","32.5"
"DNK-E","電力機器事業部","E-00029497","NV63-CV 3P 30mA MB (A)","","個","2024/03","11240","11240","8440","2.0000","2.0000","1","2800","24.9"
"DNK-E","電力機器事業部","E-00029556","NV400-SEW 3P 250A調 1/2/500mA換(U)","","個","2023/05","57920","57920","52210","1.0000","1.0000","1","5710","9.9"
"DNK-E","電力機器事業部","E-00029716","NV630-SW 3P 600A 1/2/500mA換(U)","","個","2023/10","77220","77220","69620","1.0000","1.0000","1","7600","9.8"
"DNK-E","電力機器事業部","E-00030164","NV400-SW 3P 400A 1/2/500mA換 AL-SLT(U)","","個","2024/02","54080","54080","48750","1.0000","1.0000","1","5330","9.9"
"DNK-E","電力機器事業部","E-00042285","EAL  (NV250-CV) (A)","","個","2023/06","850","850","704","1.0000","1.0000","1","146","17.2"
"DNK-E","電力機器事業部","E-00042880","F-1SV (U)","","個","2023/05","2600","2600","1300","1.0000","1.0000","1","1300","50"
"DNK-E","電力機器事業部","E-00042880","F-1SV (U)","","個","2023/08","5200","5200","2600","2.0000","2.0000","1","2600","50"
"DNK-E","電力機器事業部","E-00042880","F-1SV (U)","","個","2023/10","2610","2610","1300","1.0000","1.0000","1","1310","50.2"
"DNK-E","電力機器事業部","E-00042880","F-1SV (U)","","個","2023/11","5200","5200","2600","2.0000","2.0000","1","2600","50"
"DNK-E","電力機器事業部","E-00042880","F-1SV (U)","","個","2024/01","5220","5220","2600","2.0000","2.0000","1","2620","50.2"
"DNK-E","電力機器事業部","E-00043030","V-03SV (B)","","個","2023/07","4520","4520","2630","1.0000","1.0000","1","1890","41.8"
"DNK-E","電力機器事業部","E-00043030","V-03SV (B)","","個","2023/08","49720","49720","31930","11.0000","11.0000","2","17790","35.8"
"DNK-E","電力機器事業部","E-00043049","V-05SVE (A)","","個","2023/06","4310","4310","3230","1.0000","1.0000","1","1080","25.1"
"DNK-E","電力機器事業部","E-00046240","BH-K 2P 二種耐熱形ﾉｰﾋｭｰｽﾞ遮断器(U)","","個","2023/05","2760","2760","2490","3.0000","3.0000","2","270","9.8"
"DNK-E","電力機器事業部","E-00046344","BH-P 2P (10A) (U)","","個","2023/06","14400","14400","12800","20.0000","20.0000","1","1600","11.1"
"DNK-E","電力機器事業部","E-00046352","BH-P 2P 15A (U)","","個","2023/06","13680","13680","12160","19.0000","19.0000","1","1520","11.1"
"DNK-E","電力機器事業部","E-00046356","BH-P 2P 20A (U)","","個","2023/06","19440","19440","17280","27.0000","27.0000","1","2160","11.1"
"DNK-E","電力機器事業部","E-00046372","NF100-KC 3P 60A (U)","","個","2023/08","21600","21600","19500","5.0000","5.0000","1","2100","9.7"
"DNK-E","電力機器事業部","E-00046377","NF50-KC 2P (5A) (A)","","個","2023/10","2010","2010","1290","1.0000","1.0000","1","720","35.8"
"DNK-E","電力機器事業部","E-00046425","MB30-KC 3P (A)","","個","2023/08","3230","3230","2180","1.0000","1.0000","1","1050","32.5"
"DNK-E","電力機器事業部","E-00046425","MB30-KC 3P (A)","","個","2023/10","13930","13930","8960","7.0000","7.0000","3","4970","35.7"
"DNK-E","電力機器事業部","E-00046425","MB30-KC 3P (A)","","個","2023/11","5970","5970","3840","3.0000","3.0000","1","2130","35.7"
"DNK-E","電力機器事業部","E-00046429","MB50-KC 3P (A)","","個","2023/10","2710","2710","1750","1.0000","1.0000","1","960","35.4"
"DNK-E","電力機器事業部","E-00046433","NF100-KC 3P 100A (A)","","個","2023/06","6100","6100","3920","1.0000","1.0000","1","2180","35.7"
"DNK-E","電力機器事業部","E-00046433","NF100-KC 3P 100A (A)","","個","2023/12","6100","6100","3920","1.0000","1.0000","1","2180","35.7"
"DNK-E","電力機器事業部","E-00046436","NF100-KC 3P 100A (U)","","個","2023/06","4320","4320","3900","1.0000","1.0000","1","420","9.7"
"DNK-E","電力機器事業部","E-00046437","NF100-KC 3P 75A (A)","","個","2023/12","6100","6100","3920","1.0000","1.0000","1","2180","35.7"
"DNK-E","電力機器事業部","E-00046441","NF30-KC 2P 10A (A)","","個","2023/06","1180","1180","908","1.0000","1.0000","1","272","23.1"
"DNK-E","電力機器事業部","E-00046441","NF30-KC 2P 10A (A)","","個","2024/02","1420","1420","908","1.0000","1.0000","1","512","36.1"
"DNK-E","電力機器事業部","E-00046444","NF30-KC 2P 10A (U)","","個","2024/02","3780","3780","2829","3.0000","3.0000","2","951","25.2"
"DNK-E","電力機器事業部","E-00046445","NF30-KC 2P 15A (A)","","個","2023/12","1420","1420","908","1.0000","1.0000","1","512","36.1"
"DNK-E","電力機器事業部","E-00046445","NF30-KC 2P 15A (A)","","個","2024/01","4260","4260","2724","3.0000","3.0000","2","1536","36.1"
"DNK-E","電力機器事業部","E-00046448","NF30-KC 2P 15A (U)","","個","2023/07","2000","2000","1804","2.0000","2.0000","1","196","9.8"
"DNK-E","電力機器事業部","E-00046449","NF30-KC 2P 20A (A)","","個","2023/10","1420","1420","908","1.0000","1.0000","1","512","36.1"
"DNK-E","電力機器事業部","E-00046449","NF30-KC 2P 20A (A)","","個","2024/04","1420","1420","908","1.0000","1.0000","1","512","36.1"
"DNK-E","電力機器事業部","E-00046452","NF30-KC 2P 20A (U)","","個","2024/01","11360","11360","7216","8.0000","8.0000","1","4144","36.5"
"DNK-E","電力機器事業部","E-00046457","NF30-KC 2P 5A (A)","","個","2023/07","1420","1420","910","1.0000","1.0000","1","510","35.9"
"DNK-E","電力機器事業部","E-00046460","NF30-KC 2P 5A (U)","","個","2024/01","1260","1260","902","1.0000","1.0000","1","358","28.4"
"DNK-E","電力機器事業部","E-00046464","NF30-KC 3P 10A (U)","","個","2024/02","1780","1780","1270","1.0000","1.0000","1","510","28.7"
"DNK-E","電力機器事業部","E-00046465","NF30-KC 3P 15A (A)","","個","2023/07","10640","10640","8720","4.0000","4.0000","1","1920","18"
"DNK-E","電力機器事業部","E-00046468","NF30-KC 3P 15A (U)","","個","2024/02","3560","3560","2540","2.0000","2.0000","1","1020","28.7"
"DNK-E","電力機器事業部","E-00046472","NF30-KC 3P 20A (U)","","個","2024/01","7540","7540","5080","4.0000","4.0000","2","2460","32.6"
"DNK-E","電力機器事業部","E-00046472","NF30-KC 3P 20A (U)","","個","2024/02","3560","3560","2540","2.0000","2.0000","2","1020","28.7"
"DNK-E","電力機器事業部","E-00046485","NF50-KC 2P 10A (A)","","個","2024/04","2010","2010","1290","1.0000","1.0000","1","720","35.8"
"DNK-E","電力機器事業部","E-00046488","NF50-KC 2P 10A (U)","","個","2023/05","7100","7100","6400","5.0000","5.0000","1","700","9.9"
"DNK-E","電力機器事業部","E-00046489","NF50-KC 2P 15A (A)","","個","2023/08","2010","2010","1290","1.0000","1.0000","1","720","35.8"
"DNK-E","電力機器事業部","E-00046489","NF50-KC 2P 15A (A)","","個","2024/03","2010","2010","1290","1.0000","1.0000","1","720","35.8"
"DNK-E","電力機器事業部","E-00046489","NF50-KC 2P 15A (A)","","個","2024/04","2010","2010","1290","1.0000","1.0000","1","720","35.8"
"DNK-E","電力機器事業部","E-00046492","NF50-KC 2P 15A (U)","","個","2023/05","5680","5680","5120","4.0000","4.0000","1","560","9.9"
"DNK-E","電力機器事業部","E-00046492","NF50-KC 2P 15A (U)","","個","2023/08","2840","2840","2560","2.0000","2.0000","1","280","9.9"
"DNK-E","電力機器事業部","E-00046492","NF50-KC 2P 15A (U)","","個","2023/12","2010","2010","1280","1.0000","1.0000","1","730","36.3"
"DNK-E","電力機器事業部","E-00046493","NF50-KC 2P 20A (A)","","個","2023/09","8450","8450","6450","5.0000","5.0000","1","2000","23.7"
"DNK-E","電力機器事業部","E-00046493","NF50-KC 2P 20A (A)","","個","2024/02","3380","3380","2580","2.0000","2.0000","1","800","23.7"
"DNK-E","電力機器事業部","E-00046496","NF50-KC 2P 20A (U)","","個","2023/05","1420","1420","1120","1.0000","1.0000","1","300","21.1"
"DNK-E","電力機器事業部","E-00046496","NF50-KC 2P 20A (U)","","個","2023/07","2010","2010","1120","1.0000","1.0000","1","890","44.3"
"DNK-E","電力機器事業部","E-00046496","NF50-KC 2P 20A (U)","","個","2023/08","1420","1420","1120","1.0000","1.0000","1","300","21.1"
"DNK-E","電力機器事業部","E-00046496","NF50-KC 2P 20A (U)","","個","2023/11","2010","2010","1120","1.0000","1.0000","1","890","44.3"
"DNK-E","電力機器事業部","E-00046496","NF50-KC 2P 20A (U)","","個","2024/01","28140","28140","15680","14.0000","14.0000","1","12460","44.3"
"DNK-E","電力機器事業部","E-00046496","NF50-KC 2P 20A (U)","","個","2024/02","24120","24120","15360","12.0000","12.0000","1","8760","36.3"
"DNK-E","電力機器事業部","E-00046497","NF50-KC 2P 30A (A)","","個","2023/06","2010","2010","1260","1.0000","1.0000","1","750","37.3"
"DNK-E","電力機器事業部","E-00046500","NF50-KC 2P 30A (U)","","個","2024/01","2010","2010","1280","1.0000","1.0000","1","730","36.3"
"DNK-E","電力機器事業部","E-00046501","NF50-KC 2P 40A (A)","","個","2024/04","2010","2010","1290","1.0000","1.0000","1","720","35.8"
"DNK-E","電力機器事業部","E-00046504","NF50-KC 2P 40A (U)","","個","2023/08","2840","2840","2560","2.0000","2.0000","1","280","9.9"
"DNK-E","電力機器事業部","E-00046504","NF50-KC 2P 40A (U)","","個","2023/10","5680","5680","4480","4.0000","4.0000","1","1200","21.1"
"DNK-E","電力機器事業部","E-00046508","NF50-KC 2P 50A (U)","","個","2023/08","2840","2840","2560","2.0000","2.0000","1","280","9.9"
"DNK-E","電力機器事業部","E-00046508","NF50-KC 2P 50A (U)","","個","2023/09","7100","7100","6400","5.0000","5.0000","2","700","9.9"
"DNK-E","電力機器事業部","E-00046524","NF50-KC 3P 20A (U)","","個","2023/06","5420","5420","3020","2.0000","2.0000","1","2400","44.3"
"DNK-E","電力機器事業部","E-00046524","NF50-KC 3P 20A (U)","","個","2023/07","16260","16260","9060","6.0000","6.0000","1","7200","44.3"
"DNK-E","電力機器事業部","E-00046524","NF50-KC 3P 20A (U)","","個","2023/12","2710","2710","1510","1.0000","1.0000","1","1200","44.3"
"DNK-E","電力機器事業部","E-00046525","NF50-KC 3P 30A (A)","","個","2023/09","13550","13550","8750","5.0000","5.0000","2","4800","35.4"
"DNK-E","電力機器事業部","E-00046525","NF50-KC 3P 30A (A)","","個","2023/12","8130","8130","5250","3.0000","3.0000","1","2880","35.4"
"DNK-E","電力機器事業部","E-00046525","NF50-KC 3P 30A (A)","","個","2024/04","2710","2710","1750","1.0000","1.0000","1","960","35.4"
"DNK-E","電力機器事業部","E-00046533","NF50-KC 3P 50A (A)","","個","2023/05","2710","2710","1750","1.0000","1.0000","1","960","35.4"
"DNK-E","電力機器事業部","E-00046533","NF50-KC 3P 50A (A)","","個","2023/09","2710","2710","1750","1.0000","1.0000","1","960","35.4"
"DNK-E","電力機器事業部","E-00046536","NF50-KC 3P 50A (U)","","個","2023/07","3860","3860","3020","2.0000","2.0000","1","840","21.8"
"DNK-E","電力機器事業部","E-00046536","NF50-KC 3P 50A (U)","","個","2024/02","21230","21230","16610","11.0000","11.0000","1","4620","21.8"
"DNK-E","電力機器事業部","E-00046537","NF50-KC 2P 10A AL(A)","","個","2023/09","4800","4800","3820","2.0000","2.0000","1","980","20.4"
"DNK-E","電力機器事業部","E-00046537","NF50-KC 2P 10A AL(A)","","個","2024/04","4800","4800","3820","2.0000","2.0000","1","980","20.4"
"DNK-E","電力機器事業部","E-00046541","NF50-KC 2P 15A AL(A)","","個","2023/09","2400","2400","1910","1.0000","1.0000","1","490","20.4"
"DNK-E","電力機器事業部","E-00046541","NF50-KC 2P 15A AL(A)","","個","2024/02","8580","8580","5730","3.0000","3.0000","1","2850","33.2"
"DNK-E","電力機器事業部","E-00046545","NF50-KC 2P 20A AL(A)","","個","2023/09","26400","26400","21010","11.0000","11.0000","1","5390","20.4"
"DNK-E","電力機器事業部","E-00046545","NF50-KC 2P 20A AL(A)","","個","2024/02","45760","45760","30560","16.0000","16.0000","2","15200","33.2"
"DNK-E","電力機器事業部","E-00046545","NF50-KC 2P 20A AL(A)","","個","2024/04","31660","31660","24830","13.0000","13.0000","2","6830","21.6"
"DNK-E","電力機器事業部","E-00046573","NF50-KC 3P 20A AL(A)","","個","2023/09","14950","14950","11800","5.0000","5.0000","1","3150","21.1"
"DNK-E","電力機器事業部","E-00046573","NF50-KC 3P 20A AL(A)","","個","2024/04","17940","17940","14160","6.0000","6.0000","1","3780","21.1"
"DNK-E","電力機器事業部","E-00046577","NF50-KC 3P 30A AL(A)","","個","2024/01","21360","21360","14160","6.0000","6.0000","1","7200","33.7"
"DNK-E","電力機器事業部","E-00046577","NF50-KC 3P 30A AL(A)","","個","2024/02","49840","49840","33040","14.0000","14.0000","2","16800","33.7"
"DNK-E","電力機器事業部","E-00046577","NF50-KC 3P 30A AL(A)","","個","2024/04","2990","2990","2360","1.0000","1.0000","1","630","21.1"
"DNK-E","電力機器事業部","E-00046589","NF50-KC 2P 10A AL-SLT(A)","","個","2023/05","5460","5460","4380","2.0000","2.0000","1","1080","19.8"
"DNK-E","電力機器事業部","E-00046593","NF50-KC 2P 15A AL-SLT(A)","","個","2023/05","2730","2730","2190","1.0000","1.0000","1","540","19.8"
"DNK-E","電力機器事業部","E-00046597","NF50-KC 2P 20A AL-SLT(A)","","個","2023/05","30030","30030","24090","11.0000","11.0000","1","5940","19.8"
"DNK-E","電力機器事業部","E-00046597","NF50-KC 2P 20A AL-SLT(A)","","個","2024/02","16380","16380","13140","6.0000","6.0000","1","3240","19.8"
"DNK-E","電力機器事業部","E-00046625","NF50-KC 3P 20A AL-SLT(A)","","個","2023/05","16600","16600","13250","5.0000","5.0000","1","3350","20.2"
"DNK-E","電力機器事業部","E-00046693","NF50-KC 2P 10A AX-SLT(A)","","個","2023/05","12720","12720","8560","4.0000","4.0000","2","4160","32.7"
"DNK-E","電力機器事業部","E-00046697","NF50-KC 2P 15A AX-SLT(A)","","個","2023/05","12720","12720","8560","4.0000","4.0000","2","4160","32.7"
"DNK-E","電力機器事業部","E-00046749","MN30-KC 3P 30mA (A)","","個","2023/06","24760","24760","16360","4.0000","4.0000","1","8400","33.9"
"DNK-E","電力機器事業部","E-00046749","MN30-KC 3P 30mA (A)","","個","2023/08","24760","24760","17080","4.0000","4.0000","1","7680","31"
"DNK-E","電力機器事業部","E-00046749","MN30-KC 3P 30mA (A)","","個","2024/01","10380","10380","8540","2.0000","2.0000","1","1840","17.7"
"DNK-E","電力機器事業部","E-00046769","BH-P 1P 30A (A)","","個","2023/08","900","900","646","2.0000","2.0000","1","254","28.2"
"DNK-E","電力機器事業部","E-00046828","NV100-KC 3P 100A 100mA (U)","","個","2023/06","14440","14440","13000","2.0000","2.0000","1","1440","10"
"DNK-E","電力機器事業部","E-00046832","NV100-KC 3P 100A 30mA (U)","","個","2023/08","7220","7220","6500","1.0000","1.0000","1","720","10"
"DNK-E","電力機器事業部","E-00046836","NV100-KC 3P 60A 100mA (U)","","個","2023/05","7220","7220","6500","1.0000","1.0000","1","720","10"
"DNK-E","電力機器事業部","E-00046840","NV100-KC 3P 75A 100mA (U)","","個","2023/05","14440","14440","13000","2.0000","2.0000","1","1440","10"
"DNK-E","電力機器事業部","E-00046840","NV100-KC 3P 75A 100mA (U)","","個","2023/06","14440","14440","13000","2.0000","2.0000","1","1440","10"
"DNK-E","電力機器事業部","E-00046881","NV30-KC 3P 20A 30mA (A)","","個","2023/11","8840","8840","6660","2.0000","2.0000","1","2180","24.7"
"DNK-E","電力機器事業部","E-00046884","NV30-KC 3P 20A 30mA (U)","","個","2024/02","4410","4410","3160","1.0000","1.0000","1","1250","28.3"
"DNK-E","電力機器事業部","E-00046925","NV50-KC 2P 15A 30mA (A)","","個","2023/12","6900","6900","4640","2.0000","2.0000","1","2260","32.8"
"DNK-E","電力機器事業部","E-00046928","NV50-KC 2P 15A 30mA (U)","","個","2023/06","4880","4880","4400","2.0000","2.0000","1","480","9.8"
"DNK-E","電力機器事業部","E-00046928","NV50-KC 2P 15A 30mA (U)","","個","2023/12","24150","24150","15400","7.0000","7.0000","1","8750","36.2"
"DNK-E","電力機器事業部","E-00046928","NV50-KC 2P 15A 30mA (U)","","個","2024/03","24400","24400","19200","10.0000","10.0000","1","5200","21.3"
"DNK-E","電力機器事業部","E-00046933","NV50-KC 2P 20A 15mA (A)","","個","2023/10","3450","3450","2320","1.0000","1.0000","1","1130","32.8"
"DNK-E","電力機器事業部","E-00046936","NV50-KC 2P 20A 15mA (U)","","個","2023/08","36600","36600","33000","15.0000","15.0000","1","3600","9.8"
"DNK-E","電力機器事業部","E-00046937","NV50-KC 2P 20A 30mA AL(A)","","個","2023/07","77400","77400","53280","18.0000","18.0000","2","24120","31.2"
"DNK-E","電力機器事業部","E-00046937","NV50-KC 2P 20A 30mA AL(A)","","個","2023/08","94560","94560","78240","24.0000","24.0000","1","16320","17.3"
"DNK-E","電力機器事業部","E-00046940","NV50-KC 2P 20A 30mA AL(U)","","個","2023/05","104580","104580","22260","6.0000","6.0000","1","82320","78.7"
"DNK-E","電力機器事業部","E-00046941","NV50-KC 2P 20A 30mA (A)","","個","2023/06","772400","772400","547520","236.0000","236.0000","3","224880","29.1"
"DNK-E","電力機器事業部","E-00046941","NV50-KC 2P 20A 30mA (A)","","個","2023/07","164100","164100","113680","49.0000","49.0000","2","50420","30.7"
"DNK-E","電力機器事業部","E-00046941","NV50-KC 2P 20A 30mA (A)","","個","2023/08","345000","345000","232000","100.0000","100.0000","1","113000","32.8"
"DNK-E","電力機器事業部","E-00046941","NV50-KC 2P 20A 30mA (A)","","個","2023/09","29000","29000","23200","10.0000","10.0000","2","5800","20"
"DNK-E","電力機器事業部","E-00046941","NV50-KC 2P 20A 30mA (A)","","個","2023/10","127600","127600","102080","44.0000","44.0000","2","25520","20"
"DNK-E","電力機器事業部","E-00046941","NV50-KC 2P 20A 30mA (A)","","個","2023/12","345000","345000","232000","100.0000","100.0000","1","113000","32.8"
"DNK-E","電力機器事業部","E-00046941","NV50-KC 2P 20A 30mA (A)","","個","2024/01","345000","345000","232000","100.0000","100.0000","1","113000","32.8"
"DNK-E","電力機器事業部","E-00046941","NV50-KC 2P 20A 30mA (A)","","個","2024/02","37000","37000","27840","12.0000","12.0000","2","9160","24.8"
"DNK-E","電力機器事業部","E-00046941","NV50-KC 2P 20A 30mA (A)","","個","2024/03","34800","34800","27840","12.0000","12.0000","3","6960","20"
"DNK-E","電力機器事業部","E-00046941","NV50-KC 2P 20A 30mA (A)","","個","2024/04","9800","9800","6960","3.0000","3.0000","2","2840","29"
"DNK-E","電力機器事業部","E-00046944","NV50-KC 2P 20A 30mA (U)","","個","2023/05","111840","111840","86800","42.0000","42.0000","5","25040","22.4"
"DNK-E","電力機器事業部","E-00046944","NV50-KC 2P 20A 30mA (U)","","個","2023/06","31600","31600","25000","12.0000","12.0000","3","6600","20.9"
"DNK-E","電力機器事業部","E-00046944","NV50-KC 2P 20A 30mA (U)","","個","2023/07","27300","27300","21400","11.0000","11.0000","2","5900","21.6"
"DNK-E","電力機器事業部","E-00046944","NV50-KC 2P 20A 30mA (U)","","個","2023/08","89840","89840","79200","36.0000","36.0000","5","10640","11.8"
"DNK-E","電力機器事業部","E-00046944","NV50-KC 2P 20A 30mA (U)","","個","2023/09","41400","41400","26400","12.0000","12.0000","1","15000","36.2"
"DNK-E","電力機器事業部","E-00046944","NV50-KC 2P 20A 30mA (U)","","個","2023/11","49000","49000","33000","15.0000","15.0000","3","16000","32.7"
"DNK-E","電力機器事業部","E-00046944","NV50-KC 2P 20A 30mA (U)","","個","2023/12","4880","4880","4400","2.0000","2.0000","1","480","9.8"
"DNK-E","電力機器事業部","E-00046944","NV50-KC 2P 20A 30mA (U)","","個","2024/01","62600","62600","52800","24.0000","24.0000","2","9800","15.7"
"DNK-E","電力機器事業部","E-00046944","NV50-KC 2P 20A 30mA (U)","","個","2024/03","85280","85280","74800","34.0000","34.0000","4","10480","12.3"
"DNK-E","電力機器事業部","E-00046956","NV50-KC 2P 30A 30mA (U)","","個","2023/07","33100","33100","24960","13.0000","13.0000","2","8140","24.6"
"DNK-E","電力機器事業部","E-00046956","NV50-KC 2P 30A 30mA (U)","","個","2023/08","18780","18780","14280","7.0000","7.0000","2","4500","24"
"DNK-E","電力機器事業部","E-00046956","NV50-KC 2P 30A 30mA (U)","","個","2023/11","11600","11600","7680","4.0000","4.0000","1","3920","33.8"
"DNK-E","電力機器事業部","E-00046956","NV50-KC 2P 30A 30mA (U)","","個","2024/04","2900","2900","1920","1.0000","1.0000","1","980","33.8"
"DNK-E","電力機器事業部","E-00046964","NV50-KC 2P 30A (100mA) (U)","","個","2024/02","2440","2440","2200","1.0000","1.0000","1","240","9.8"
"DNK-E","電力機器事業部","E-00047020","NV50-KC 3P 15A 30mA (U)","","個","2023/05","11010","11010","8610","3.0000","3.0000","1","2400","21.8"
"DNK-E","電力機器事業部","E-00047020","NV50-KC 3P 15A 30mA (U)","","個","2024/04","10280","10280","5740","2.0000","2.0000","1","4540","44.2"
"DNK-E","電力機器事業部","E-00047029","NV50-KC 3P 20A 30mA (A)","","個","2023/07","12020","12020","8240","2.0000","2.0000","1","3780","31.4"
"DNK-E","電力機器事業部","E-00047029","NV50-KC 3P 20A 30mA (A)","","個","2024/04","10280","10280","6960","2.0000","2.0000","1","3320","32.3"
"DNK-E","電力機器事業部","E-00047032","NV50-KC 3P 20A 30mA (U)","","個","2023/05","3670","3670","2870","1.0000","1.0000","1","800","21.8"
"DNK-E","電力機器事業部","E-00047032","NV50-KC 3P 20A 30mA (U)","","個","2023/06","5140","5140","2870","1.0000","1.0000","1","2270","44.2"
"DNK-E","電力機器事業部","E-00047032","NV50-KC 3P 20A 30mA (U)","","個","2023/09","10280","10280","5740","2.0000","2.0000","1","4540","44.2"
"DNK-E","電力機器事業部","E-00047032","NV50-KC 3P 20A 30mA (U)","","個","2023/10","11010","11010","8610","3.0000","3.0000","1","2400","21.8"
"DNK-E","電力機器事業部","E-00047032","NV50-KC 3P 20A 30mA (U)","","個","2023/11","20640","20640","11480","4.0000","4.0000","1","9160","44.4"
"DNK-E","電力機器事業部","E-00047032","NV50-KC 3P 20A 30mA (U)","","個","2023/12","4280","4280","3860","1.0000","1.0000","1","420","9.8"
"DNK-E","電力機器事業部","E-00047032","NV50-KC 3P 20A 30mA (U)","","個","2024/02","3670","3670","3310","1.0000","1.0000","1","360","9.8"
"DNK-E","電力機器事業部","E-00047032","NV50-KC 3P 20A 30mA (U)","","個","2024/04","18350","18350","14350","5.0000","5.0000","1","4000","21.8"
"DNK-E","電力機器事業部","E-00047041","NV50-KC 3P 30A 30mA (A)","","個","2023/06","10280","10280","6960","2.0000","2.0000","2","3320","32.3"
"DNK-E","電力機器事業部","E-00047041","NV50-KC 3P 30A 30mA (A)","","個","2023/12","25700","25700","17400","5.0000","5.0000","1","8300","32.3"
"DNK-E","電力機器事業部","E-00047044","NV50-KC 3P 30A 30mA (U)","","個","2023/05","18350","18350","15230","5.0000","5.0000","2","3120","17"
"DNK-E","電力機器事業部","E-00047044","NV50-KC 3P 30A 30mA (U)","","個","2023/06","3670","3670","3310","1.0000","1.0000","1","360","9.8"
"DNK-E","電力機器事業部","E-00047044","NV50-KC 3P 30A 30mA (U)","","個","2023/10","7340","7340","6620","2.0000","2.0000","1","720","9.8"
"DNK-E","電力機器事業部","E-00047044","NV50-KC 3P 30A 30mA (U)","","個","2023/11","5140","5140","3300","1.0000","1.0000","1","1840","35.8"
"DNK-E","電力機器事業部","E-00047044","NV50-KC 3P 30A 30mA (U)","","個","2024/01","7340","7340","6620","2.0000","2.0000","1","720","9.8"
"DNK-E","電力機器事業部","E-00047056","NV50-KC 3P 40A 30mA (U)","","個","2023/05","11010","11010","9490","3.0000","3.0000","2","1520","13.8"
"DNK-E","電力機器事業部","E-00047056","NV50-KC 3P 40A 30mA (U)","","個","2024/04","14680","14680","11480","4.0000","4.0000","1","3200","21.8"
"DNK-E","電力機器事業部","E-00047068","NV50-KC 3P 50A 30mA (U)","","個","2023/08","7340","7340","5740","2.0000","2.0000","1","1600","21.8"
"DNK-E","電力機器事業部","E-00047068","NV50-KC 3P 50A 30mA (U)","","個","2023/10","18970","18970","11480","4.0000","4.0000","2","7490","39.5"
"DNK-E","電力機器事業部","E-00047068","NV50-KC 3P 50A 30mA (U)","","個","2023/12","11010","11010","9930","3.0000","3.0000","1","1080","9.8"
"DNK-E","電力機器事業部","E-00047068","NV50-KC 3P 50A 30mA (U)","","個","2024/04","13950","13950","8610","3.0000","3.0000","2","5340","38.3"
"DNK-E","電力機器事業部","E-00047073","BH-K 1P 10A (A)","","個","2023/06","12600","12600","10108","28.0000","28.0000","1","2492","19.8"
"DNK-E","電力機器事業部","E-00047081","BH-K 1P 20A (A)","","個","2024/02","540","540","361","1.0000","1.0000","1","179","33.1"
"DNK-E","電力機器事業部","E-00047081","BH-K 1P 20A (A)","","個","2024/04","1080","1080","722","2.0000","2.0000","1","358","33.1"
"DNK-E","電力機器事業部","E-00047084","BH-K 1P 20A (U)","","個","2023/12","350","350","345","1.0000","1.0000","1","5","1.4"
"DNK-E","電力機器事業部","E-00047084","BH-K 1P 20A (U)","","個","2024/01","2700","2700","1800","6.0000","6.0000","1","900","33.3"
"DNK-E","電力機器事業部","E-00047084","BH-K 1P 20A (U)","","個","2024/04","2700","2700","1725","5.0000","5.0000","4","975","36.1"
"DNK-E","電力機器事業部","E-00047097","BH-K 2P 10A (A)","","個","2023/06","5400","5400","3615","5.0000","5.0000","1","1785","33.1"
"DNK-E","電力機器事業部","E-00047097","BH-K 2P 10A (A)","","個","2023/08","2700","2700","2169","3.0000","3.0000","1","531","19.7"
"DNK-E","電力機器事業部","E-00047097","BH-K 2P 10A (A)","","個","2023/12","5400","5400","3615","5.0000","5.0000","1","1785","33.1"
"DNK-E","電力機器事業部","E-00047097","BH-K 2P 10A (A)","","個","2024/02","6480","6480","4338","6.0000","6.0000","1","2142","33.1"
"DNK-E","電力機器事業部","E-00047097","BH-K 2P 10A (A)","","個","2024/03","5400","5400","3615","5.0000","5.0000","1","1785","33.1"
"DNK-E","電力機器事業部","E-00047097","BH-K 2P 10A (A)","","個","2024/04","2160","2160","1446","2.0000","2.0000","1","714","33.1"
