"部門コード","部門名","商品コード","商品名","仕様・規格","単位","集計年月","総売上額","純売上額","原価計","総売上数","純売上数","明細数","粗利益","粗利率"
"DNK-E","電力機器事業部","E-00000990","NF30-FA 3P 5A (B)","","個","2022/01","19140","19140","12760","11.0000","11.0000","3","6380","33.3"
"DNK-E","電力機器事業部","E-00000990","NF30-FA 3P 5A (B)","","個","2022/02","41760","41760","27840","24.0000","24.0000","7","13920","33.3"
"DNK-E","電力機器事業部","E-00000990","NF30-FA 3P 5A (B)","","個","2022/03","27840","27840","18560","16.0000","16.0000","5","9280","33.3"
"DNK-E","電力機器事業部","E-00000990","NF30-FA 3P 5A (B)","","個","2022/04","5220","5220","3480","3.0000","3.0000","1","1740","33.3"
"DNK-E","電力機器事業部","E-00001001","NF30-FA 2P 10A (A)","","個","2021/07","6440","6440","4998","7.0000","7.0000","2","1442","22.4"
"DNK-E","電力機器事業部","E-00001001","NF30-FA 2P 10A (A)","","個","2021/08","3720","3720","2856","4.0000","4.0000","2","864","23.2"
"DNK-E","電力機器事業部","E-00001001","NF30-FA 2P 10A (A)","","個","2021/09","920","920","714","1.0000","1.0000","1","206","22.4"
"DNK-E","電力機器事業部","E-00001001","NF30-FA 2P 10A (A)","","個","2021/10","930","930","714","1.0000","1.0000","1","216","23.2"
"DNK-E","電力機器事業部","E-00001001","NF30-FA 2P 10A (A)","","個","2022/02","2790","2790","2142","3.0000","3.0000","1","648","23.2"
"DNK-E","電力機器事業部","E-00001002","NF30-FA 2P 10A (B)","","個","2021/10","920","920","828","1.0000","1.0000","1","92","10"
"DNK-E","電力機器事業部","E-00001002","NF30-FA 2P 10A (B)","","個","2021/12","2760","2760","2484","3.0000","3.0000","2","276","10"
"DNK-E","電力機器事業部","E-00001004","NF30-FA 2P 10A (U)","","個","2021/06","10900","10900","6950","10.0000","10.0000","1","3950","36.2"
"DNK-E","電力機器事業部","E-00001004","NF30-FA 2P 10A (U)","","個","2021/08","10900","10900","6950","10.0000","10.0000","1","3950","36.2"
"DNK-E","電力機器事業部","E-00001004","NF30-FA 2P 10A (U)","","個","2021/09","5450","5450","3475","5.0000","5.0000","1","1975","36.2"
"DNK-E","電力機器事業部","E-00001004","NF30-FA 2P 10A (U)","","個","2021/12","32700","32700","20850","30.0000","30.0000","2","11850","36.2"
"DNK-E","電力機器事業部","E-00001004","NF30-FA 2P 10A (U)","","個","2022/01","10900","10900","6950","10.0000","10.0000","1","3950","36.2"
"DNK-E","電力機器事業部","E-00001004","NF30-FA 2P 10A (U)","","個","2022/02","930","930","695","1.0000","1.0000","1","235","25.3"
"DNK-E","電力機器事業部","E-00001005","NF30-FA 2P 15A (A)","","個","2021/05","4650","4650","3570","5.0000","5.0000","4","1080","23.2"
"DNK-E","電力機器事業部","E-00001005","NF30-FA 2P 15A (A)","","個","2021/06","930","930","714","1.0000","1.0000","1","216","23.2"
"DNK-E","電力機器事業部","E-00001005","NF30-FA 2P 15A (A)","","個","2021/07","930","930","714","1.0000","1.0000","1","216","23.2"
"DNK-E","電力機器事業部","E-00001005","NF30-FA 2P 15A (A)","","個","2021/08","2790","2790","2142","3.0000","3.0000","3","648","23.2"
"DNK-E","電力機器事業部","E-00001005","NF30-FA 2P 15A (A)","","個","2021/09","930","930","714","1.0000","1.0000","1","216","23.2"
"DNK-E","電力機器事業部","E-00001005","NF30-FA 2P 15A (A)","","個","2021/10","1860","1860","1428","2.0000","2.0000","2","432","23.2"
"DNK-E","電力機器事業部","E-00001005","NF30-FA 2P 15A (A)","","個","2021/12","3720","3720","2856","4.0000","4.0000","3","864","23.2"
"DNK-E","電力機器事業部","E-00001005","NF30-FA 2P 15A (A)","","個","2022/01","3720","3720","2856","4.0000","4.0000","3","864","23.2"
"DNK-E","電力機器事業部","E-00001005","NF30-FA 2P 15A (A)","","個","2022/02","9300","9300","7140","10.0000","10.0000","3","2160","23.2"
"DNK-E","電力機器事業部","E-00001005","NF30-FA 2P 15A (A)","","個","2022/04","930","930","714","1.0000","1.0000","1","216","23.2"
"DNK-E","電力機器事業部","E-00001006","NF30-FA 2P 15A (B)","","個","2021/10","920","920","828","1.0000","1.0000","1","92","10"
"DNK-E","電力機器事業部","E-00001006","NF30-FA 2P 15A (B)","","個","2021/12","920","920","828","1.0000","1.0000","1","92","10"
"DNK-E","電力機器事業部","E-00001009","NF30-FA 2P 20A (A)","","個","2021/07","1840","1840","1428","2.0000","2.0000","1","412","22.4"
"DNK-E","電力機器事業部","E-00001009","NF30-FA 2P 20A (A)","","個","2022/03","2100","2100","1428","2.0000","2.0000","1","672","32"
"DNK-E","電力機器事業部","E-00001009","NF30-FA 2P 20A (A)","","個","2022/04","4200","4200","2856","4.0000","4.0000","1","1344","32"
"DNK-E","電力機器事業部","E-00001010","NF30-FA 2P 20A (B)","","個","2021/06","1840","1840","1656","2.0000","2.0000","1","184","10"
"DNK-E","電力機器事業部","E-00001010","NF30-FA 2P 20A (B)","","個","2021/07","7360","7360","6624","8.0000","8.0000","1","736","10"
"DNK-E","電力機器事業部","E-00001010","NF30-FA 2P 20A (B)","","個","2021/08","3680","3680","3312","4.0000","4.0000","1","368","10"
"DNK-E","電力機器事業部","E-00001010","NF30-FA 2P 20A (B)","","個","2021/10","1840","1840","1656","2.0000","2.0000","1","184","10"
"DNK-E","電力機器事業部","E-00001010","NF30-FA 2P 20A (B)","","個","2021/11","1840","1840","1656","2.0000","2.0000","1","184","10"
"DNK-E","電力機器事業部","E-00001010","NF30-FA 2P 20A (B)","","個","2021/12","11040","11040","9936","12.0000","12.0000","6","1104","10"
"DNK-E","電力機器事業部","E-00001010","NF30-FA 2P 20A (B)","","個","2022/01","3680","3680","3312","4.0000","4.0000","1","368","10"
"DNK-E","電力機器事業部","E-00001010","NF30-FA 2P 20A (B)","","個","2022/02","1840","1840","1656","2.0000","2.0000","1","184","10"
"DNK-E","電力機器事業部","E-00001010","NF30-FA 2P 20A (B)","","個","2022/03","3680","3680","3312","4.0000","4.0000","2","368","10"
"DNK-E","電力機器事業部","E-00001017","NF30-FA 3P 10A (A)","","個","2021/05","1310","1310","1000","1.0000","1.0000","1","310","23.7"
"DNK-E","電力機器事業部","E-00001017","NF30-FA 3P 10A (A)","","個","2021/06","9170","9170","7000","7.0000","7.0000","2","2170","23.7"
"DNK-E","電力機器事業部","E-00001017","NF30-FA 3P 10A (A)","","個","2022/01","13100","13100","10000","10.0000","10.0000","2","3100","23.7"
"DNK-E","電力機器事業部","E-00001017","NF30-FA 3P 10A (A)","","個","2022/02","27510","27510","21000","21.0000","21.0000","2","6510","23.7"
"DNK-E","電力機器事業部","E-00001018","NF30-FA 3P 10A (B)","","個","2021/05","97440","97440","64960","56.0000","56.0000","12","32480","33.3"
"DNK-E","電力機器事業部","E-00001018","NF30-FA 3P 10A (B)","","個","2021/07","6960","6960","4640","4.0000","4.0000","1","2320","33.3"
"DNK-E","電力機器事業部","E-00001018","NF30-FA 3P 10A (B)","","個","2021/08","243600","243600","162400","140.0000","140.0000","1","81200","33.3"
"DNK-E","電力機器事業部","E-00001018","NF30-FA 3P 10A (B)","","個","2021/09","29580","29580","19720","17.0000","17.0000","8","9860","33.3"
"DNK-E","電力機器事業部","E-00001018","NF30-FA 3P 10A (B)","","個","2021/10","31320","31320","20880","18.0000","18.0000","7","10440","33.3"
"DNK-E","電力機器事業部","E-00001018","NF30-FA 3P 10A (B)","","個","2021/11","12180","12180","8120","7.0000","7.0000","2","4060","33.3"
"DNK-E","電力機器事業部","E-00001018","NF30-FA 3P 10A (B)","","個","2021/12","33060","33060","22040","19.0000","19.0000","7","11020","33.3"
"DNK-E","電力機器事業部","E-00001018","NF30-FA 3P 10A (B)","","個","2022/01","50460","50460","33640","29.0000","29.0000","12","16820","33.3"
"DNK-E","電力機器事業部","E-00001018","NF30-FA 3P 10A (B)","","個","2022/02","8700","8700","5800","5.0000","5.0000","2","2900","33.3"
"DNK-E","電力機器事業部","E-00001018","NF30-FA 3P 10A (B)","","個","2022/03","19140","19140","12760","11.0000","11.0000","5","6380","33.3"
"DNK-E","電力機器事業部","E-00001018","NF30-FA 3P 10A (B)","","個","2022/04","22620","22620","15080","13.0000","13.0000","5","7540","33.3"
"DNK-E","電力機器事業部","E-00001020","NF30-FA 3P 10A (U)","","個","2022/02","2620","2620","1948","2.0000","2.0000","1","672","25.6"
"DNK-E","電力機器事業部","E-00001021","NF30-FA 3P 15A (A)","","個","2021/08","1310","1310","1000","1.0000","1.0000","1","310","23.7"
"DNK-E","電力機器事業部","E-00001021","NF30-FA 3P 15A (A)","","個","2021/09","1310","1310","1000","1.0000","1.0000","1","310","23.7"
"DNK-E","電力機器事業部","E-00001021","NF30-FA 3P 15A (A)","","個","2022/02","1310","1310","1000","1.0000","1.0000","1","310","23.7"
"DNK-E","電力機器事業部","E-00001021","NF30-FA 3P 15A (A)","","個","2022/03","1310","1310","1000","1.0000","1.0000","1","310","23.7"
"DNK-E","電力機器事業部","E-00001022","NF30-FA 3P 15A (B)","","個","2021/09","5220","5220","3480","3.0000","3.0000","1","1740","33.3"
"DNK-E","電力機器事業部","E-00001022","NF30-FA 3P 15A (B)","","個","2021/11","1740","1740","1160","1.0000","1.0000","1","580","33.3"
"DNK-E","電力機器事業部","E-00001022","NF30-FA 3P 15A (B)","","個","2022/01","1740","1740","1160","1.0000","1.0000","1","580","33.3"
"DNK-E","電力機器事業部","E-00001029","NF30-FA 3P 30A (A)","","個","2022/02","13100","13100","10000","10.0000","10.0000","1","3100","23.7"
"DNK-E","電力機器事業部","E-00001030","NF30-FA 3P 30A (B)","","個","2021/05","1740","1740","1160","1.0000","1.0000","1","580","33.3"
"DNK-E","電力機器事業部","E-00001193","NV30-FA 2P 5A 30mA (A)","","個","2021/09","2490","2490","1990","1.0000","1.0000","1","500","20.1"
"DNK-E","電力機器事業部","E-00001201","NV30-FA 2P 10A 30mA (A)","","個","2021/12","2490","2490","1990","1.0000","1.0000","1","500","20.1"
"DNK-E","電力機器事業部","E-00001202","NV30-FA 2P 10A 30mA (B)","","個","2021/12","24400","24400","22100","10.0000","10.0000","1","2300","9.4"
"DNK-E","電力機器事業部","E-00001204","NV30-FA 2P 10A 30mA (U)","","個","2022/01","10250","10250","9300","5.0000","5.0000","1","950","9.3"
"DNK-E","電力機器事業部","E-00001210","NV30-FA 2P 15A 30mA (B)","","個","2021/11","3320","3320","2210","1.0000","1.0000","1","1110","33.4"
